gar_bro_id,date,gmw_bro_id,nitg_code,tube_number,screen_top_m_nap,screen_bottom_m_nap,ground_level_m_nap,screen_depth_below_ground_m,NO3_mgL,NO3_limit,NH4_mgL,NH4_limit,NO2_mgL,NO2_limit,Cl_mgL,SO4_mgL
GAR000000063294,1973-01-03,GMW000000056144,B48E0155,3,-38.5,-39.5,1.05,40.55,,,,,,,,11030
GAR000000063325,1974-06-01,GMW000000056144,B48E0155,3,-38.5,-39.5,1.05,40.55,,,,,,,,10998
GAR000000063344,1987-01-01,GMW000000056144,B48E0155,3,-38.5,-39.5,1.05,40.55,,,,,,,,10234
GAR000000063426,1976-10-01,GMW000000056144,B48E0155,3,-38.5,-39.5,1.05,40.55,,,,,,,,10582
GAR000000063438,1983-01-01,GMW000000056144,B48E0155,3,-38.5,-39.5,1.05,40.55,,,,,,,,10972
GAR000000063543,1994-05-18,GMW000000050918,B48E0211,3,-38.5,-39.5,,,,,,,,,,16300
GAR000000063606,1972-07-01,GMW000000056144,B48E0155,3,-38.5,-39.5,1.05,40.55,,,,,,,,11075
GAR000000063649,1979-06-14,GMW000000056144,B48E0155,3,-38.5,-39.5,1.05,40.55,,,,,,,,10778
GAR000000063652,1977-10-01,GMW000000056144,B48E0155,3,-38.5,-39.5,1.05,40.55,,,,,,,,10955
GAR000000063672,1984-01-01,GMW000000056144,B48E0155,3,-38.5,-39.5,1.05,40.55,,,,,,,,10853
GAR000000063721,1973-03-01,GMW000000056144,B48E0155,3,-38.5,-39.5,1.05,40.55,,,,,,,,11030
GAR000000063797,1975-09-01,GMW000000056144,B48E0155,3,-38.5,-39.5,1.05,40.55,,,,,,,,10648
GAR000000063173,1973-03-01,GMW000000044548,B48E0151,3,-38.4,-39.4,1.2,40.6,,,,,,,,10957
GAR000000063553,1972-07-01,GMW000000044548,B48E0151,3,-38.4,-39.4,1.2,40.6,,,,,,,,10952
GAR000000063795,1974-06-01,GMW000000044548,B48E0151,3,-38.4,-39.4,1.2,40.6,,,,,,,,10940
GAR000000053903,1994-05-24,GMW000000051031,B48B0069,2,-38.2,-39.2,1.0,40.2,,,,,,,,18497
GAR000000053906,1991-04-24,GMW000000051031,B48B0069,2,-38.2,-39.2,1.0,40.2,,,,,,,,17920
GAR000000054048,1991-05-22,GMW000000051031,B48B0069,2,-38.2,-39.2,1.0,40.2,,,,,,,,18229
GAR000000054089,1993-01-01,GMW000000051031,B48B0069,2,-38.2,-39.2,1.0,40.2,,,,,,,,21252
GAR000000054138,1993-07-01,GMW000000051031,B48B0069,2,-38.2,-39.2,1.0,40.2,,,,,,,,16802
GAR000000054187,1996-07-24,GMW000000051031,B48B0069,2,-38.2,-39.2,1.0,40.2,,,,,,,,18578
GAR000000059735,1993-01-01,GMW000000057180,B42H0138,4,-38.2,-39.2,0.08,39.28,,,,,,,,1265
GAR000000059966,1991-12-11,GMW000000057180,B42H0138,4,-38.2,-39.2,0.08,39.28,,,,,,,,8960
GAR000000060146,1990-08-20,GMW000000057180,B42H0138,4,-38.2,-39.2,0.08,39.28,,,,,,,,11405
GAR000000060347,1993-06-09,GMW000000057180,B42H0138,4,-38.2,-39.2,0.08,39.28,,,,,,,,10393
GAR000000060488,1995-08-03,GMW000000057180,B42H0138,4,-38.2,-39.2,0.08,39.28,,,,,,,,10694
GAR000000014499,1989-09-05,GMW000000034204,B09B0046,4,-38.18,-39.18,2.98,42.16,0.07,,3.15,,,,73,2620
GAR000000014500,2011-01-25,GMW000000034204,B09B0046,4,-38.18,-39.18,2.98,42.16,0.05,LT,3.22,,,,,2463.02
GAR000000060625,1990-10-08,GMW000000057347,B42B0053,5,-38.09,-39.09,5.16,44.25,,,,,,,,35
GAR000000060704,1993-06-19,GMW000000057347,B42B0053,5,-38.09,-39.09,5.16,44.25,,,,,,,,45
GAR000000060993,1992-01-07,GMW000000057347,B42B0053,5,-38.09,-39.09,5.16,44.25,,,,,,,,71
GAR000000061025,1995-08-18,GMW000000057347,B42B0053,5,-38.09,-39.09,5.16,44.25,,,,,,,,62
GAR000000061327,1993-01-01,GMW000000057347,B42B0053,5,-38.09,-39.09,5.16,44.25,,,,,,,,43
GAR000000061425,1989-10-09,GMW000000057347,B42B0053,5,-38.09,-39.09,5.16,44.25,,,,,,,,40
GAR000000010267,1976-10-19,GMW000000048935,B30E0119,4,-37.96,-38.96,1.144,40.1,,,,,,,,1773
GAR000000041260,1984-06-27,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.1,LT,0.01,,,,1.4,11
GAR000000041261,1991-04-18,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.03,LT,0.02,,,,0.18,11.11
GAR000000041262,1993-06-02,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.063,,,,,,0.42,9.944
GAR000000041263,2001-09-06,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,,,,,,,,
GAR000000041266,1986-08-29,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.3,LT,0.02,,,,0.3,9.48
GAR000000041267,1988-07-05,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.28,LT,0.03,,,,,10.4
GAR000000041268,1990-08-14,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.28,LT,0.02,,,,0.18,10.01
GAR000000041269,1985-08-12,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.3,LT,0.02,,,,0.9,9.48
GAR000000041270,1987-09-16,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.3,LT,0.01,LT,,,0.22,10.4
GAR000000041271,1989-09-15,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.28,LT,0.03,,,,,9.62
GAR000000041272,1992-07-08,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.04,,0.01,LT,,,0.48,9.82
GAR000000041274,1995-05-08,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.045,,0.014,LT,,,,9.398
GAR000000041278,1997-08-11,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,,,,,,,,
GAR000000041280,1998-05-27,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.028,LT,0.014,LT,,,,9.607
GAR000000041281,1999-06-14,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,,,,,,,,
GAR000000041282,2002-06-17,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.028,LT,0.014,LT,,,,9.82
GAR000000041283,2002-10-17,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,,,,,,,,
GAR000000041285,2003-04-24,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,,,,,,,,
GAR000000041287,2006-05-10,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.014,LT,0.241,LT,,,0.677,9.75
GAR000000041293,2014-04-24,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.07,LT,0.054,,,,0.3,10.05
GAR000000041294,2018-03-26,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.07,LT,0.05,LT,,,0.3,9.72
GAR000000041300,2010-05-04,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.027,,0.241,LT,,,0.8,9.85
GAR000000041584,1996-04-25,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.042,,0.014,LT,,,,9.749
GAR000000041585,1983-04-20,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.1,LT,0.08,,,,1,11
GAR000000041628,2013-12-12,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.05,LT,0.02,LT,,,,8.5
GAR000000041686,2008-01-01,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.07,,,,,,,11
GAR000000041738,2015-11-04,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.05,LT,0.05,LT,0.01,,5.4,8.4
GAR000000041739,2018-01-16,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.05,LT,0.05,LT,0.01,LT,5,7.9
GAR000000041784,2006-03-15,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.07,,0.15,,0.01,LT,,11
GAR000000041798,2012-10-02,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.01,,0.02,,,,,9.12
GAR000000041877,2014-11-17,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.05,LT,0.02,LT,,,,10
GAR000000043577,2022-07-21,GMW000000038785,B27B0232,3,-36.88,-38.88,0.022,38.9,0.029,LT,0.047,LT,,,3.2,7.727
GAR000000052666,1988-10-14,GMW000000050827,B48F0139,2,-37.88,-38.88,-0.43,38.45,,,,,,,,15375
GAR000000052741,1985-04-23,GMW000000050827,B48F0139,2,-37.88,-38.88,-0.43,38.45,,,,,,,,15199
GAR000000052753,1987-06-03,GMW000000050827,B48F0139,2,-37.88,-38.88,-0.43,38.45,,,,,,,,15295
GAR000000052863,1989-04-28,GMW000000050827,B48F0139,2,-37.88,-38.88,-0.43,38.45,,,,,,,,15065
GAR000000052976,1988-05-10,GMW000000050827,B48F0139,2,-37.88,-38.88,-0.43,38.45,,,,,,,,15350
GAR000000053081,1992-09-10,GMW000000050827,B48F0139,2,-37.88,-38.88,-0.43,38.45,,,,,,,,17807
GAR000000053266,1994-05-17,GMW000000050827,B48F0139,2,-37.88,-38.88,-0.43,38.45,,,,,,,,15145
GAR000000053274,1986-09-16,GMW000000050827,B48F0139,2,-37.88,-38.88,-0.43,38.45,,,,,,,,14631
GAR000000053398,1991-12-20,GMW000000050827,B48F0139,2,-37.88,-38.88,-0.43,38.45,,,,,,,,15769
GAR000000053439,1987-10-28,GMW000000050827,B48F0139,2,-37.88,-38.88,-0.43,38.45,,,,,,,,15315
GAR000000053478,1990-09-05,GMW000000050827,B48F0139,2,-37.88,-38.88,-0.43,38.45,,,,,,,,15720
GAR000000053560,1997-05-28,GMW000000050827,B48F0139,2,-37.88,-38.88,-0.43,38.45,,,,,,,,15972
GAR000000056130,1991-05-15,GMW000000050656,B48B0163,2,-37.88,-38.88,0.0,38.88,,,,,,,,12191
GAR000000056361,1994-05-27,GMW000000050656,B48B0163,2,-37.88,-38.88,0.0,38.88,,,,,,,,11503
GAR000000056445,1996-08-09,GMW000000050656,B48B0163,2,-37.88,-38.88,0.0,38.88,,,,,,,,12243
GAR000000056457,1988-12-05,GMW000000050656,B48B0163,2,-37.88,-38.88,0.0,38.88,,,,,,,,11330
GAR000000056514,1989-04-25,GMW000000050656,B48B0163,2,-37.88,-38.88,0.0,38.88,,,,,,,,11445
GAR000000056548,1990-09-04,GMW000000050656,B48B0163,2,-37.88,-38.88,0.0,38.88,,,,,,,,9120
GAR000000056621,1989-11-20,GMW000000050656,B48B0163,2,-37.88,-38.88,0.0,38.88,,,,,,,,11550
GAR000000055717,1975-09-01,GMW000000044802,B48E0070,3,-37.8,-38.8,1.45,40.25,,,,,,,,16169
GAR000000055756,1972-07-01,GMW000000044802,B48E0070,3,-37.8,-38.8,1.45,40.25,,,,,,,,16827
GAR000000056061,1987-01-01,GMW000000044802,B48E0070,3,-37.8,-38.8,1.45,40.25,,,,,,,,15525
GAR000000056157,1974-06-01,GMW000000044802,B48E0070,3,-37.8,-38.8,1.45,40.25,,,,,,,,16799
GAR000000056279,1959-11-14,GMW000000044802,B48E0070,3,-37.8,-38.8,1.45,40.25,,,,,,,,17300
GAR000000056284,1983-01-01,GMW000000044802,B48E0070,3,-37.8,-38.8,1.45,40.25,,,,,,,,17040
GAR000000056363,1979-10-01,GMW000000044802,B48E0070,3,-37.8,-38.8,1.45,40.25,,,,,,,,16900
GAR000000056381,1981-10-01,GMW000000044802,B48E0070,3,-37.8,-38.8,1.45,40.25,,,,,,,,17040
GAR000000056502,1973-03-01,GMW000000044802,B48E0070,3,-37.8,-38.8,1.45,40.25,,,,,,,,16757
GAR000000056538,1977-10-01,GMW000000044802,B48E0070,3,-37.8,-38.8,1.45,40.25,,,,,,,,16160
GAR000000061612,1983-01-01,GMW000000065251,B48F0076,3,-37.8,-38.8,,,,,,,,,,17900
GAR000000061625,1973-03-01,GMW000000065251,B48F0076,3,-37.8,-38.8,,,,,,,,,,17462
GAR000000061642,1981-10-01,GMW000000065251,B48F0076,3,-37.8,-38.8,,,,,,,,,,17280
GAR000000061654,1977-10-01,GMW000000065251,B48F0076,3,-37.8,-38.8,,,,,,,,,,17180
GAR000000061663,1979-10-01,GMW000000065251,B48F0076,3,-37.8,-38.8,,,,,,,,,,17780
GAR000000061676,1972-07-01,GMW000000065251,B48F0076,3,-37.8,-38.8,,,,,,,,,,17730
GAR000000061680,1974-06-01,GMW000000065251,B48F0076,3,-37.8,-38.8,,,,,,,,,,17647
GAR000000061925,1966-01-06,GMW000000045979,B49D0032,6,-37.8,-38.8,1.9,40.7,,,2,,,,,
GAR000000062878,1974-06-01,GMW000000044971,B48E0234,3,-37.8,-38.8,0.85,39.65,,,,,,,,12114
GAR000000062960,1973-03-01,GMW000000044971,B48E0234,3,-37.8,-38.8,0.85,39.65,,,,,,,,12018
GAR000000063792,1972-07-01,GMW000000044971,B48E0234,3,-37.8,-38.8,0.85,39.65,,,,,,,,11961
GAR000000051919,1982-11-23,GMW000000022801,B49E0075,2,-37.65,-38.65,3.52,42.17,,,,,,,,
GAR000000052524,1984-09-05,GMW000000022801,B49E0075,2,-37.65,-38.65,3.52,42.17,,,,,,,,
GAR000000005384,1991-07-30,GMW000000011610,B25H0307,3,-36.64,-38.64,-3.85,34.79,0.0045,LT,19.45,,0.006,LT,11.6,1062
GAR000000005385,1998-11-19,GMW000000011610,B25H0307,3,-36.64,-38.64,-3.85,34.79,0.11,LT,7.46,,0.006,LT,15,3200
GAR000000060724,1991-05-13,GMW000000057258,B42D0059,5,-37.6,-38.6,0.95,39.55,,,,,,,,16008
GAR000000060826,1998-08-13,GMW000000057258,B42D0059,5,-37.6,-38.6,0.95,39.55,,,,,,,,15248
GAR000000060941,1990-09-28,GMW000000057258,B42D0059,5,-37.6,-38.6,0.95,39.55,,,,,,,,17140
GAR000000061105,1993-01-01,GMW000000057258,B42D0059,5,-37.6,-38.6,0.95,39.55,,,,,,,,18134
GAR000000062917,1972-07-01,GMW000000057284,B48E0150,3,-37.6,-38.6,0.75,39.35,,,,,,,,13363
GAR000000062945,2011-07-20,GMW000000057175,B48E0209,4,-37.6,-38.6,1.71,40.31,,,,,,,,19000
GAR000000063009,1992-07-14,GMW000000057284,B48E0150,3,-37.6,-38.6,0.75,39.35,,,,,,,,16341
GAR000000063081,1998-06-04,GMW000000057175,B48E0209,4,-37.6,-38.6,1.71,40.31,,,,,,,,18130
GAR000000063133,1992-05-21,GMW000000057175,B48E0209,4,-37.6,-38.6,1.71,40.31,,,,,,,,23746
GAR000000063183,1993-06-24,GMW000000057284,B48E0150,3,-37.6,-38.6,0.75,39.35,,,,,,,,14207
GAR000000063192,2006-12-14,GMW000000057175,B48E0209,4,-37.6,-38.6,1.71,40.31,,,,,,,,19347
GAR000000063419,1973-03-01,GMW000000057284,B48E0150,3,-37.6,-38.6,0.75,39.35,,,,,,,,13443
GAR000000063625,1993-06-24,GMW000000057175,B48E0209,4,-37.6,-38.6,1.71,40.31,,,,,,,,18337
GAR000000063664,1996-06-17,GMW000000057175,B48E0209,4,-37.6,-38.6,1.71,40.31,,,,,,,,21403
GAR000000063690,1994-05-16,GMW000000057175,B48E0209,4,-37.6,-38.6,1.71,40.31,,,,,,,,18150
GAR000000063786,1974-06-01,GMW000000057284,B48E0150,3,-37.6,-38.6,0.75,39.35,,,,,,,,13399
GAR000000063831,1994-05-11,GMW000000057284,B48E0150,3,-37.6,-38.6,0.75,39.35,,,,,,,,13815
GAR000000052646,1994-05-18,GMW000000050685,B48F0082,5,-37.5,-38.5,,,,,,,,,,17746
GAR000000052849,1993-06-24,GMW000000050685,B48F0082,5,-37.5,-38.5,,,,,,,,,,17433
GAR000000052973,1996-06-17,GMW000000050685,B48F0082,5,-37.5,-38.5,,,,,,,,,,20357
GAR000000053282,1972-07-01,GMW000000050685,B48F0082,5,-37.5,-38.5,,,,,,,,,,17703
GAR000000053284,1974-06-01,GMW000000050685,B48F0082,5,-37.5,-38.5,,,,,,,,,,17633
GAR000000053567,1992-08-24,GMW000000050685,B48F0082,5,-37.5,-38.5,,,,,,,,,,19117
GAR000000053599,1973-03-01,GMW000000050685,B48F0082,5,-37.5,-38.5,,,,,,,,,,17795
GAR000000059889,1990-09-27,GMW000000050800,B42G0036,4,-37.5,-38.5,,,,,,,,,,16770
GAR000000059907,1991-05-13,GMW000000050800,B42G0036,4,-37.5,-38.5,,,,,,,,,,17493
GAR000000060053,1997-06-27,GMW000000050800,B42G0036,4,-37.5,-38.5,,,,,,,,,,17265
GAR000000060170,1993-01-01,GMW000000050800,B42G0036,4,-37.5,-38.5,,,,,,,,,,16506
GAR000000060261,1993-06-22,GMW000000050800,B42G0036,4,-37.5,-38.5,,,,,,,,,,16544
GAR000000060552,1995-08-14,GMW000000050800,B42G0036,4,-37.5,-38.5,,,,,,,,,,16300
GAR000000060745,1990-09-27,GMW000000050645,B42D0303,5,-37.5,-38.5,,,,,,,,,,17325
GAR000000060774,1995-08-15,GMW000000050645,B42D0303,5,-37.5,-38.5,,,,,,,,,,17110
GAR000000060891,1993-06-21,GMW000000050645,B42D0303,5,-37.5,-38.5,,,,,,,,,,16877
GAR000000061128,1993-01-01,GMW000000050645,B42D0303,5,-37.5,-38.5,,,,,,,,,,17856
GAR000000061361,1991-05-13,GMW000000050645,B42D0303,5,-37.5,-38.5,,,,,,,,,,17626
GAR000000061431,1997-07-09,GMW000000050645,B42D0303,5,-37.5,-38.5,,,,,,,,,,16429
GAR000000052621,1993-01-01,GMW000000050671,B48F0183,2,-37.49,-38.49,1.75,40.24,,,,,,,,11606
GAR000000052718,1994-05-17,GMW000000050671,B48F0183,2,-37.49,-38.49,1.75,40.24,,,,,,,,11734
GAR000000052757,1991-03-01,GMW000000050671,B48F0183,2,-37.49,-38.49,1.75,40.24,,,,,,,,16923
GAR000000052922,1993-06-22,GMW000000050671,B48F0183,2,-37.49,-38.49,1.75,40.24,,,,,,,,11442
GAR000000053297,1996-06-11,GMW000000050671,B48F0183,2,-37.49,-38.49,1.75,40.24,,,,,,,,12032
GAR000000062894,1974-06-01,GMW000000024461,B48E0231,3,-37.4,-38.4,0.6,39.0,,,,,,,,13597
GAR000000063516,1972-07-01,GMW000000024461,B48E0231,3,-37.4,-38.4,0.6,39.0,,,,,,,,13596
GAR000000063789,1973-03-01,GMW000000024461,B48E0231,3,-37.4,-38.4,0.6,39.0,,,,,,,,13576
GAR000000059706,1993-01-01,GMW000000050665,B42G0021,5,-37.3,-38.3,1.35,39.65,,,,,,,,17171
GAR000000059829,1993-06-22,GMW000000051082,B42G0039,5,-37.3,-38.3,1.3,39.6,,,,,,,,12816
GAR000000059998,1991-05-13,GMW000000050665,B42G0021,5,-37.3,-38.3,1.35,39.65,,,,,,,,17533
GAR000000060014,1990-09-27,GMW000000050665,B42G0021,5,-37.3,-38.3,1.35,39.65,,,,,,,,17755
GAR000000060138,1993-06-23,GMW000000050665,B42G0021,5,-37.3,-38.3,1.35,39.65,,,,,,,,19433
GAR000000060264,1990-09-18,GMW000000051082,B42G0039,5,-37.3,-38.3,1.3,39.6,,,,,,,,13100
GAR000000060287,1993-01-01,GMW000000051082,B42G0039,5,-37.3,-38.3,1.3,39.6,,,,,,,,12991
GAR000000060338,1991-05-13,GMW000000051082,B42G0039,5,-37.3,-38.3,1.3,39.6,,,,,,,,13582
GAR000000063071,1972-07-01,GMW000000043711,B48E0233,3,-37.3,-38.3,0.6,38.9,,,,,,,,12837
GAR000000063263,1973-03-01,GMW000000043711,B48E0233,3,-37.3,-38.3,0.6,38.9,,,,,,,,12888
GAR000000063603,1974-06-01,GMW000000043711,B48E0233,3,-37.3,-38.3,0.6,38.9,,,,,,,,12889
GAR000000062900,1994-05-16,GMW000000057173,B48E0197,6,-37.29,-38.29,0.72,39.01,,,,,,,,585
GAR000000063154,1993-07-09,GMW000000057173,B48E0197,6,-37.29,-38.29,0.72,39.01,,,,,,,,17855
GAR000000063300,1991-09-18,GMW000000057173,B48E0197,6,-37.29,-38.29,0.72,39.01,,,,,,,,19138
GAR000000063460,1997-05-28,GMW000000057173,B48E0197,6,-37.29,-38.29,0.72,39.01,,,,,,,,213
GAR000000063471,1996-06-18,GMW000000057173,B48E0197,6,-37.29,-38.29,0.72,39.01,,,,,,,,172
GAR000000063508,1993-01-01,GMW000000057173,B48E0197,6,-37.29,-38.29,0.72,39.01,,,,,,,,20967
GAR000000063681,1990-04-24,GMW000000057173,B48E0197,6,-37.29,-38.29,0.72,39.01,,,6,,,,,14095
GAR000000063692,1998-06-09,GMW000000057173,B48E0197,6,-37.29,-38.29,0.72,39.01,,,,,,,,16770
GAR000000065523,2024-07-03,GMW000000051797,B06H0052,2,-37.22,-38.22,0.69,38.91,0.05,LT,0.49,,0.01,LT,3.31,272.65
GAR000000053685,1984-02-25,GMW000000050775,B48B0141,2,-37.17,-38.17,0.28,38.45,,,,,,,,10350
GAR000000053943,1983-08-25,GMW000000050775,B48B0141,2,-37.17,-38.17,0.28,38.45,,,,,,,,10520
GAR000000053949,1988-10-12,GMW000000050775,B48B0141,2,-37.17,-38.17,0.28,38.45,,,,,,,,11045
GAR000000053985,1987-05-29,GMW000000050775,B48B0141,2,-37.17,-38.17,0.28,38.45,,,,,,,,11770
GAR000000054061,1983-02-15,GMW000000050775,B48B0141,2,-37.17,-38.17,0.28,38.45,,,,,,,,13000
GAR000000054087,1985-06-05,GMW000000050775,B48B0141,2,-37.17,-38.17,0.28,38.45,,,,,,,,10767
GAR000000054447,1987-10-29,GMW000000050775,B48B0141,2,-37.17,-38.17,0.28,38.45,,,,,,,,10910
GAR000000054578,1988-05-16,GMW000000050775,B48B0141,2,-37.17,-38.17,0.28,38.45,,,,,,,,11455
GAR000000054584,1986-09-11,GMW000000050775,B48B0141,2,-37.17,-38.17,0.28,38.45,,,,,,,,10011
GAR000000004110,1951-08-01,GMW000000037630,B26F0001,1,-37.15,-38.15,-3.02,35.13,,,,,,,,813
GAR000000004111,1951-02-20,GMW000000037630,B26F0001,1,-37.15,-38.15,-3.02,35.13,1.08,,0.73,,0.006,LT,,855
GAR000000004112,1963-04-19,GMW000000037630,B26F0001,1,-37.15,-38.15,-3.02,35.13,,,0.16,,0.006,LT,,882
GAR000000004113,1965-11-09,GMW000000037630,B26F0001,1,-37.15,-38.15,-3.02,35.13,,,,,,,,915
GAR000000004114,1980-09-11,GMW000000037630,B26F0001,1,-37.15,-38.15,-3.02,35.13,0.02,LT,0.14,,0.006,LT,,48
GAR000000004115,1990-11-15,GMW000000037630,B26F0001,1,-37.15,-38.15,-3.02,35.13,0.0045,LT,0.15,,0.006,LT,0.8,22
GAR000000004116,1997-10-03,GMW000000037630,B26F0001,1,-37.15,-38.15,-3.02,35.13,0.11,LT,0.09,,0.006,LT,0.8,15
GAR000000004117,2000-01-01,GMW000000037630,B26F0001,1,-37.15,-38.15,-3.02,35.13,,,,,,,,
GAR000000004118,2003-01-21,GMW000000037630,B26F0001,1,-37.15,-38.15,-3.02,35.13,0.11,LT,0.12,,0.006,LT,0.5,20
GAR000000004035,1967-10-25,GMW000000037656,B26E0028,2,-37.12,-38.12,-3.55,34.57,,,3.57,,,,,2375
GAR000000004036,1980-06-26,GMW000000037656,B26E0028,2,-37.12,-38.12,-3.55,34.57,0.02,LT,0.85,,0.006,LT,,2490
GAR000000053976,1998-08-13,GMW000000057213,B48A0143,4,-37.06,-38.06,1.6,39.66,,,,,,,,5275
GAR000000053984,1993-07-01,GMW000000057213,B48A0143,4,-37.06,-38.06,1.6,39.66,,,,,,,,5903
GAR000000054192,2006-03-10,GMW000000057213,B48A0143,4,-37.06,-38.06,1.6,39.66,,,,,,,,5437
GAR000000054205,1993-01-01,GMW000000057213,B48A0143,4,-37.06,-38.06,1.6,39.66,,,,,,,,6092
GAR000000054336,1996-08-05,GMW000000057213,B48A0143,4,-37.06,-38.06,1.6,39.66,,,,,,,,5310
GAR000000054339,2010-09-29,GMW000000057213,B48A0143,4,-37.06,-38.06,1.6,39.66,,,,,,,,5000
GAR000000054467,1991-03-01,GMW000000057213,B48A0143,4,-37.06,-38.06,1.6,39.66,,,,,,,,1069
GAR000000054580,1994-05-24,GMW000000057213,B48A0143,4,-37.06,-38.06,1.6,39.66,,,,,,,,5737
GAR000000050347,2019-02-01,GMW000000083469,B06D0105,2,-37.02,-38.02,-0.07,37.95,0.01,LT,3.5,,0.01,LT,8.7,62
GAR000000050352,2013-10-21,GMW000000083469,B06D0105,2,-37.02,-38.02,-0.07,37.95,0.05,LT,3.8,,,,,27.9
GAR000000050355,2016-11-07,GMW000000083469,B06D0105,2,-37.02,-38.02,-0.07,37.95,0.04,LT,4.2,,0.03,LT,5,24
GAR000000050403,2014-10-20,GMW000000083469,B06D0105,2,-37.02,-38.02,-0.07,37.95,0.05,LT,3.79,,,,,25.7
GAR000000050414,2015-10-27,GMW000000083469,B06D0105,2,-37.02,-38.02,-0.07,37.95,0.04,LT,4.1,,0.03,LT,5,24
GAR000000050514,2021-11-16,GMW000000083469,B06D0105,2,-37.02,-38.02,-0.07,37.95,0.05,LT,4.35,,0.01,LT,6.52,26.55
GAR000000064699,2024-10-22,GMW000000083469,B06D0105,2,-37.02,-38.02,-0.07,37.95,0.17,,4.41,,0.01,LT,6.98,27.02
GAR000000053650,1994-05-24,GMW000000057281,B48A0132,2,-37.01,-38.01,0.17,38.18,,,,,,,,2438
GAR000000053716,1984-11-01,GMW000000057281,B48A0132,2,-37.01,-38.01,0.17,38.18,,,,,,,,3188
GAR000000053773,1987-06-01,GMW000000057281,B48A0132,2,-37.01,-38.01,0.17,38.18,,,,,,,,2900
GAR000000053801,1988-10-12,GMW000000057281,B48A0132,2,-37.01,-38.01,0.17,38.18,,,,,,,,2650
GAR000000053946,1990-03-06,GMW000000057281,B48A0132,2,-37.01,-38.01,0.17,38.18,,,,,,,,2625
GAR000000053973,1991-05-06,GMW000000057281,B48A0132,2,-37.01,-38.01,0.17,38.18,,,,,,,,2739
GAR000000054169,1988-05-11,GMW000000057281,B48A0132,2,-37.01,-38.01,0.17,38.18,,,,,,,,2735
GAR000000054203,1989-04-24,GMW000000057281,B48A0132,2,-37.01,-38.01,0.17,38.18,,,,,,,,2685
GAR000000054209,1987-10-29,GMW000000057281,B48A0132,2,-37.01,-38.01,0.17,38.18,,,,,,,,2650
GAR000000054237,1985-06-05,GMW000000057281,B48A0132,2,-37.01,-38.01,0.17,38.18,,,,,,,,3091
GAR000000054240,1996-08-05,GMW000000057281,B48A0132,2,-37.01,-38.01,0.17,38.18,,,,,,,,2332
GAR000000054401,1990-09-03,GMW000000057281,B48A0132,2,-37.01,-38.01,0.17,38.18,,,,,,,,2645
GAR000000054576,1986-09-09,GMW000000057281,B48A0132,2,-37.01,-38.01,0.17,38.18,,,,,,,,2799
GAR000000062654,1967-04-06,GMW000000045982,B49D0062,4,-37.0,-38.0,0.8,38.8,,,,,,,,5046
GAR000000055713,1991-05-13,GMW000000050659,B48E0127,5,-36.9,-37.9,1.7,39.6,,,,,,,,13458
GAR000000055839,1990-09-28,GMW000000050725,B48E0126,5,-36.9,-37.9,0.95,38.85,,,,,,,,10805
GAR000000055886,1993-06-24,GMW000000057305,B48E0068,4,-36.9,-37.9,1.31,39.21,,,,,,,,2573
GAR000000055947,1994-05-16,GMW000000057305,B48E0068,4,-36.9,-37.9,1.31,39.21,,,,,,,,16474
