locationId,parameter,date,value_mgL,units
NL25_690505,Ntot,2014-01-12,4.2,mg/l
NL25_690505,Ntot,2014-01-13,4.2,mg/l
NL25_690505,Ntot,2014-02-11,4.7,mg/l
NL25_690505,Ntot,2014-02-12,4.7,mg/l
NL25_690505,Ntot,2014-03-09,3.8,mg/l
NL25_690505,Ntot,2014-03-10,3.8,mg/l
NL25_690505,Ntot,2014-04-08,2.8,mg/l
NL25_690505,Ntot,2014-04-09,2.8,mg/l
NL25_690505,Ntot,2014-05-13,2.9,mg/l
NL25_690505,Ntot,2014-05-14,2.9,mg/l
NL25_690505,Ntot,2014-06-10,1.4,mg/l
NL25_690505,Ntot,2014-06-11,1.4,mg/l
NL25_690505,Ntot,2014-07-07,1.6,mg/l
NL25_690505,Ntot,2014-07-08,1.6,mg/l
NL25_690505,Ntot,2014-08-10,1.3,mg/l
NL25_690505,Ntot,2014-08-11,1.3,mg/l
NL25_690505,Ntot,2014-09-10,1.2,mg/l
NL25_690505,Ntot,2014-09-11,1.2,mg/l
NL25_690505,Ntot,2014-10-05,1.9,mg/l
NL25_690505,Ntot,2014-10-06,1.9,mg/l
NL25_690505,Ntot,2014-11-11,4.5,mg/l
NL25_690505,Ntot,2014-11-12,4.5,mg/l
NL25_690505,Ntot,2014-12-07,4,mg/l
NL25_690505,Ntot,2014-12-08,4,mg/l
NL25_690505,Ntot,2015-01-19,6.8,mg/l
NL25_690505,Ntot,2015-02-16,6.6,mg/l
NL25_690505,Ntot,2015-03-18,3.4,mg/l
NL25_690505,Ntot,2015-04-14,3.4,mg/l
NL25_690505,Ntot,2015-05-18,2.6,mg/l
NL25_690505,Ntot,2015-06-16,2.2,mg/l
NL25_690505,Ntot,2015-07-14,1.7,mg/l
NL25_690505,Ntot,2015-08-17,1.5,mg/l
NL25_690505,Ntot,2015-09-14,3.8,mg/l
NL25_690505,Ntot,2015-10-13,3.2,mg/l
NL25_690505,Ntot,2015-11-18,4.3,mg/l
NL25_690505,Ntot,2015-12-15,4.3,mg/l
NL25_690505,Ntot,2017-01-11,4.7,mg/l
NL25_690505,Ntot,2017-02-06,5.2,mg/l
NL25_690505,Ntot,2017-03-14,6.9,mg/l
NL25_690505,Ntot,2017-04-11,3.1,mg/l
NL25_690505,Ntot,2017-05-17,2.2,mg/l
NL25_690505,Ntot,2017-06-14,2.2,mg/l
NL25_690505,Ntot,2017-07-11,1.2,mg/l
NL25_690505,Ntot,2017-08-15,2,mg/l
NL25_690505,Ntot,2017-09-11,2.2,mg/l
NL25_690505,Ntot,2017-10-03,3.4,mg/l
NL25_690505,Ntot,2017-11-06,4.8,mg/l
NL25_690505,Ntot,2017-12-07,5.1,mg/l
NL25_690505,Ntot,2018-01-22,4.6,mg/l
NL25_690505,Ntot,2018-02-20,4.7,mg/l
NL25_690505,Ntot,2018-03-19,6.4,mg/l
NL25_690505,Ntot,2018-04-19,5,mg/l
NL25_690505,Ntot,2018-05-23,2.3,mg/l
NL25_690505,Ntot,2018-06-21,1.7,mg/l
NL25_690505,Ntot,2018-07-17,1.8,mg/l
NL25_690505,Ntot,2018-08-23,1,mg/l
NL25_690505,Ntot,2018-09-19,1.2,mg/l
NL25_690505,Ntot,2018-10-10,1.3,mg/l
NL25_690505,Ntot,2018-11-07,2.6,mg/l
NL25_690505,Ntot,2018-12-11,5.1,mg/l
NL25_690505,Ntot,2019-01-14,5.9,mg/l
NL25_690505,Ntot,2019-02-04,5.8,mg/l
NL25_690505,Ntot,2019-03-06,5.1,mg/l
NL25_690505,Ntot,2019-04-03,4.8,mg/l
NL25_690505,Ntot,2019-05-13,2.1,mg/l
NL25_690505,Ntot,2019-06-27,6,mg/l
NL25_690505,Ntot,2019-07-17,1.3,mg/l
NL25_690505,Ntot,2019-08-15,1.6,mg/l
NL25_690505,Ntot,2019-09-09,1.4,mg/l
NL25_690505,Ntot,2019-10-09,3.8,mg/l
NL25_690505,Ntot,2019-11-06,4.7,mg/l
NL25_690505,Ntot,2019-12-05,5.6,mg/l
NL25_690505,Ntot,2020-01-15,5.5,mg/l
NL25_690505,Ntot,2020-02-12,5.1,mg/l
NL25_690505,Ntot,2020-03-12,5.3,mg/l
NL25_690505,Ntot,2020-04-09,3,mg/l
NL25_690505,Ntot,2020-05-13,1.9,mg/l
NL25_690505,Ntot,2020-06-17,0.97,mg/l
NL25_690505,Ntot,2020-07-09,0.88,mg/l
NL25_690505,Ntot,2020-08-18,1.6,mg/l
NL25_690505,Ntot,2020-09-08,1.7,mg/l
NL25_690505,Ntot,2020-10-12,3.6,mg/l
NL25_690505,Ntot,2020-11-02,3.5,mg/l
NL25_690505,Ntot,2020-12-01,4.2,mg/l
NL25_690505,Ntot,2021-01-11,6.1,mg/l
NL25_690505,Ntot,2021-02-22,5.6,mg/l
NL25_690505,Ntot,2021-03-08,4.9,mg/l
NL25_690505,Ntot,2021-04-12,3.1,mg/l
NL25_690505,Ntot,2021-05-14,1.7,mg/l
NL25_690505,Ntot,2021-06-10,2.4,mg/l
NL25_690505,Ntot,2021-07-07,1.9,mg/l
NL25_690505,Ntot,2021-08-12,1.2,mg/l
NL25_690505,Ntot,2021-09-14,2.1,mg/l
NL25_690505,Ntot,2021-10-13,3.4,mg/l
NL25_690505,Ntot,2021-11-08,4.1,mg/l
NL25_690505,Ntot,2021-12-07,6.1,mg/l
NL25_690505,Ntot,2022-01-10,5.7,mg/l
NL25_690505,Ntot,2022-02-03,4.4,mg/l
NL25_690505,Ntot,2022-03-02,5.7,mg/l
NL25_690505,Ntot,2022-04-20,2.5,mg/l
NL25_690505,Ntot,2022-05-17,2.3,mg/l
NL25_690505,Ntot,2022-06-15,1.9,mg/l
NL25_690505,Ntot,2022-07-13,1.9,mg/l
NL25_690505,Ntot,2022-08-15,1.2,mg/l
NL25_690505,Ntot,2022-09-12,1.3,mg/l
NL25_690505,Ntot,2022-10-11,3,mg/l
NL25_690505,Ntot,2022-11-07,3.6,mg/l
NL25_690505,Ntot,2022-12-20,4.7,mg/l
NL25_690505,Ntot,2023-01-10,5,mg/l
NL25_690505,Ntot,2023-02-14,5.1,mg/l
NL25_690505,Ntot,2023-03-15,6.1,mg/l
NL25_690505,Ntot,2023-04-19,3.5,mg/l
NL25_690505,Ntot,2023-05-11,3.1,mg/l
NL25_690505,Ntot,2023-06-08,1.7,mg/l
NL25_690505,Ntot,2023-07-13,1.4,mg/l
NL25_690505,Ntot,2023-08-09,2.1,mg/l
NL25_690505,Ntot,2023-09-13,1.9,mg/l
NL25_690505,Ntot,2023-10-11,2.6,mg/l
NL25_690505,Ntot,2023-11-07,3.5,mg/l
NL25_690505,Ntot,2023-12-11,4.4,mg/l
NL25_690505,Ntot,2024-01-17,4.4,mg/l
NL25_690505,Ntot,2024-02-22,4.2,mg/l
NL25_690505,Ntot,2024-03-18,3.4,mg/l
NL25_690505,Ntot,2024-04-10,3.5,mg/l
NL25_690505,Ntot,2024-05-14,3.9,mg/l
NL25_690505,Ntot,2024-06-11,3.2,mg/l
NL25_690505,Ntot,2024-07-11,1.9,mg/l
NL25_690505,Ntot,2024-08-14,2.1,mg/l
NL25_690505,Ntot,2024-09-12,1.8,mg/l
NL25_690505,Ntot,2024-10-07,2.7,mg/l
NL25_690505,Ntot,2024-11-21,4.8,mg/l
NL25_690505,Ntot,2024-12-17,3.9,mg/l
NL25_690505,Ptot,1990-02-04,0.39,mg/l
NL25_690505,Ptot,1990-02-05,0.39,mg/l
NL25_690505,Ptot,1990-04-01,0.32,mg/l
NL25_690505,Ptot,1990-04-02,0.32,mg/l
NL25_690505,Ptot,1990-05-27,0.32,mg/l
NL25_690505,Ptot,1990-05-28,0.32,mg/l
NL25_690505,Ptot,1990-07-22,0.91,mg/l
NL25_690505,Ptot,1990-07-23,0.91,mg/l
NL25_690505,Ptot,1990-09-16,0.57,mg/l
NL25_690505,Ptot,1990-09-17,0.57,mg/l
NL25_690505,Ptot,1990-11-11,0.43,mg/l
NL25_690505,Ptot,1990-11-12,0.43,mg/l
NL25_690505,Ptot,1993-01-25,0.2,mg/l
NL25_690505,Ptot,1993-01-26,0.2,mg/l
NL25_690505,Ptot,1993-02-28,0.14,mg/l
NL25_690505,Ptot,1993-03-01,0.14,mg/l
NL25_690505,Ptot,1993-03-30,0.21,mg/l
NL25_690505,Ptot,1993-03-31,0.21,mg/l
NL25_690505,Ptot,1993-04-25,0.2,mg/l
NL25_690505,Ptot,1993-04-26,0.2,mg/l
NL25_690505,Ptot,1993-05-31,0.14,mg/l
NL25_690505,Ptot,1993-06-01,0.14,mg/l
NL25_690505,Ptot,1993-06-27,0.16,mg/l
NL25_690505,Ptot,1993-06-28,0.16,mg/l
NL25_690505,Ptot,1993-08-01,0.15,mg/l
NL25_690505,Ptot,1993-08-02,0.15,mg/l
NL25_690505,Ptot,1993-08-29,0.21,mg/l
NL25_690505,Ptot,1993-08-30,0.21,mg/l
NL25_690505,Ptot,1993-09-26,0.14,mg/l
NL25_690505,Ptot,1993-09-27,0.14,mg/l
NL25_690505,Ptot,1993-10-31,1.6,mg/l
NL25_690505,Ptot,1993-11-01,1.6,mg/l
NL25_690505,Ptot,1993-11-28,0.09,mg/l
NL25_690505,Ptot,1993-11-29,0.09,mg/l
NL25_690505,Ptot,1993-12-26,0.04,mg/l
NL25_690505,Ptot,1993-12-27,0.04,mg/l
NL25_690505,Ptot,1994-01-23,0.18,mg/l
NL25_690505,Ptot,1994-01-24,0.18,mg/l
NL25_690505,Ptot,1994-02-27,0.16,mg/l
NL25_690505,Ptot,1994-02-28,0.16,mg/l
NL25_690505,Ptot,1994-03-27,0.11,mg/l
NL25_690505,Ptot,1994-03-28,0.11,mg/l
NL25_690505,Ptot,1994-04-24,0.19,mg/l
NL25_690505,Ptot,1994-04-25,0.19,mg/l
NL25_690505,Ptot,1994-05-29,0.09,mg/l
NL25_690505,Ptot,1994-05-30,0.09,mg/l
NL25_690505,Ptot,1994-06-26,0.05,mg/l
NL25_690505,Ptot,1994-06-27,0.05,mg/l
NL25_690505,Ptot,1994-07-31,0.15,mg/l
NL25_690505,Ptot,1994-08-01,0.15,mg/l
NL25_690505,Ptot,1994-08-28,0.18,mg/l
NL25_690505,Ptot,1994-08-29,0.18,mg/l
NL25_690505,Ptot,1994-09-25,0.07,mg/l
NL25_690505,Ptot,1994-09-26,0.07,mg/l
NL25_690505,Ptot,1994-10-30,0.2,mg/l
NL25_690505,Ptot,1994-10-31,0.2,mg/l
NL25_690505,Ptot,1994-11-27,0.12,mg/l
NL25_690505,Ptot,1994-11-28,0.12,mg/l
NL25_690505,Ptot,1994-12-26,0.2,mg/l
NL25_690505,Ptot,1994-12-27,0.2,mg/l
NL25_690505,Ptot,1996-01-21,0.06,mg/l
NL25_690505,Ptot,1996-01-22,0.06,mg/l
NL25_690505,Ptot,1996-02-25,0.09,mg/l
NL25_690505,Ptot,1996-02-26,0.09,mg/l
NL25_690505,Ptot,1996-03-24,0.11,mg/l
NL25_690505,Ptot,1996-03-25,0.11,mg/l
NL25_690505,Ptot,1996-04-21,0.22,mg/l
NL25_690505,Ptot,1996-04-22,0.22,mg/l
NL25_690505,Ptot,1996-05-28,0.18,mg/l
NL25_690505,Ptot,1996-05-29,0.18,mg/l
NL25_690505,Ptot,1996-06-26,0.16,mg/l
NL25_690505,Ptot,1996-06-27,0.16,mg/l
NL25_690505,Ptot,1996-07-28,0.24,mg/l
NL25_690505,Ptot,1996-07-29,0.24,mg/l
NL25_690505,Ptot,1996-08-27,0.15,mg/l
NL25_690505,Ptot,1996-08-28,0.15,mg/l
NL25_690505,Ptot,1996-09-24,0.2,mg/l
NL25_690505,Ptot,1996-09-25,0.2,mg/l
NL25_690505,Ptot,1996-10-22,0.16,mg/l
NL25_690505,Ptot,1996-10-23,0.16,mg/l
NL25_690505,Ptot,1996-11-17,0.13,mg/l
NL25_690505,Ptot,1996-11-18,0.13,mg/l
NL25_690505,Ptot,1996-12-15,0.12,mg/l
NL25_690505,Ptot,1996-12-16,0.12,mg/l
NL25_690505,Ptot,1997-01-21,0.64,mg/l
NL25_690505,Ptot,1997-01-22,1.2,mg/l
NL25_690505,Ptot,1997-02-24,0.08,mg/l
NL25_690505,Ptot,1997-02-25,0.08,mg/l
NL25_690505,Ptot,1997-03-24,0.12,mg/l
NL25_690505,Ptot,1997-03-25,0.1,mg/l
NL25_690505,Ptot,1997-04-22,0.125,mg/l
NL25_690505,Ptot,1997-04-23,0.11,mg/l
NL25_690505,Ptot,1997-05-27,0.11,mg/l
NL25_690505,Ptot,1997-05-28,0.14,mg/l
NL25_690505,Ptot,1997-06-24,0.125,mg/l
NL25_690505,Ptot,1997-06-25,0.12,mg/l
NL25_690505,Ptot,1997-07-22,0.155,mg/l
NL25_690505,Ptot,1997-07-23,0.14,mg/l
NL25_690505,Ptot,1997-08-27,0.245,mg/l
NL25_690505,Ptot,1997-08-28,0.23,mg/l
NL25_690505,Ptot,1997-09-24,0.16,mg/l
NL25_690505,Ptot,1997-09-25,0.14,mg/l
NL25_690505,Ptot,1997-10-20,0.095,mg/l
NL25_690505,Ptot,1997-10-21,0.08,mg/l
NL25_690505,Ptot,1997-11-18,0.11,mg/l
NL25_690505,Ptot,1997-11-19,0.13,mg/l
NL25_690505,Ptot,1997-12-16,0.19,mg/l
NL25_690505,Ptot,1997-12-17,0.19,mg/l
NL25_690505,Ptot,1998-01-20,0.09,mg/l
NL25_690505,Ptot,1998-01-21,0.09,mg/l
NL25_690505,Ptot,1998-02-18,0.1,mg/l
NL25_690505,Ptot,1998-02-19,0.1,mg/l
NL25_690505,Ptot,1998-03-23,0.11,mg/l
NL25_690505,Ptot,1998-03-24,0.11,mg/l
NL25_690505,Ptot,1998-04-21,0.11,mg/l
NL25_690505,Ptot,1998-04-22,0.11,mg/l
NL25_690505,Ptot,1998-05-26,0.15,mg/l
NL25_690505,Ptot,1998-05-27,0.15,mg/l
NL25_690505,Ptot,1998-06-22,0.11,mg/l
NL25_690505,Ptot,1998-06-23,0.11,mg/l
NL25_690505,Ptot,1998-07-20,0.08,mg/l
NL25_690505,Ptot,1998-07-21,0.08,mg/l
NL25_690505,Ptot,1998-08-24,0.05,mg/l
NL25_690505,Ptot,1998-08-25,0.05,mg/l
NL25_690505,Ptot,1998-09-22,0.09,mg/l
NL25_690505,Ptot,1998-09-23,0.09,mg/l
NL25_690505,Ptot,1998-10-19,0.09,mg/l
NL25_690505,Ptot,1998-10-20,0.09,mg/l
NL25_690505,Ptot,1998-11-18,0.1,mg/l
NL25_690505,Ptot,1998-11-19,0.1,mg/l
NL25_690505,Ptot,1998-12-16,0.3,mg/l
NL25_690505,Ptot,1998-12-17,0.3,mg/l
NL25_690505,Ptot,1999-01-10,0.04,mg/l
NL25_690505,Ptot,1999-01-11,0.04,mg/l
NL25_690505,Ptot,1999-02-07,0.12,mg/l
NL25_690505,Ptot,1999-02-08,0.12,mg/l
NL25_690505,Ptot,1999-03-15,0.16,mg/l
NL25_690505,Ptot,1999-03-16,0.16,mg/l
NL25_690505,Ptot,1999-04-12,0.16,mg/l
NL25_690505,Ptot,1999-04-13,0.16,mg/l
NL25_690505,Ptot,1999-05-19,0.11,mg/l
NL25_690505,Ptot,1999-05-20,0.11,mg/l
NL25_690505,Ptot,1999-06-13,0.06,mg/l
NL25_690505,Ptot,1999-06-14,0.06,mg/l
NL25_690505,Ptot,1999-07-13,0.12,mg/l
NL25_690505,Ptot,1999-07-14,0.12,mg/l
NL25_690505,Ptot,1999-08-16,0.18,mg/l
NL25_690505,Ptot,1999-08-17,0.18,mg/l
NL25_690505,Ptot,1999-09-14,0.19,mg/l
NL25_690505,Ptot,1999-09-15,0.19,mg/l
NL25_690505,Ptot,1999-10-10,0.13,mg/l
NL25_690505,Ptot,1999-10-11,0.13,mg/l
NL25_690505,Ptot,1999-11-10,0.12,mg/l
NL25_690505,Ptot,1999-11-11,0.12,mg/l
NL25_690505,Ptot,1999-12-05,0.18,mg/l
NL25_690505,Ptot,1999-12-06,0.18,mg/l
NL25_690505,Ptot,2000-01-09,0.1,mg/l
NL25_690505,Ptot,2000-01-10,0.1,mg/l
NL25_690505,Ptot,2000-02-06,0.09,mg/l
NL25_690505,Ptot,2000-02-07,0.09,mg/l
NL25_690505,Ptot,2000-03-12,0.19,mg/l
NL25_690505,Ptot,2000-03-13,0.19,mg/l
NL25_690505,Ptot,2000-04-09,0.24,mg/l
NL25_690505,Ptot,2000-04-10,0.24,mg/l
NL25_690505,Ptot,2000-05-15,0.15,mg/l
NL25_690505,Ptot,2000-05-16,0.15,mg/l
NL25_690505,Ptot,2000-06-18,0.12,mg/l
NL25_690505,Ptot,2000-06-19,0.12,mg/l
NL25_690505,Ptot,2000-07-10,0.12,mg/l
NL25_690505,Ptot,2000-07-11,0.12,mg/l
NL25_690505,Ptot,2000-08-16,0.13,mg/l
NL25_690505,Ptot,2000-08-17,0.13,mg/l
NL25_690505,Ptot,2000-09-11,0.11,mg/l
NL25_690505,Ptot,2000-09-12,0.11,mg/l
NL25_690505,Ptot,2000-10-08,0.12,mg/l
NL25_690505,Ptot,2000-10-09,0.12,mg/l
NL25_690505,Ptot,2000-11-06,0.1,mg/l
NL25_690505,Ptot,2000-11-07,0.1,mg/l
NL25_690505,Ptot,2000-12-03,0.12,mg/l
NL25_690505,Ptot,2000-12-04,0.12,mg/l
NL25_690505,Ptot,2001-01-09,0.18,mg/l
NL25_690505,Ptot,2001-01-10,0.2,mg/l
NL25_690505,Ptot,2001-02-07,0.155,mg/l
NL25_690505,Ptot,2001-02-08,0.14,mg/l
NL25_690505,Ptot,2001-03-14,0.145,mg/l
NL25_690505,Ptot,2001-03-15,0.11,mg/l
NL25_690505,Ptot,2001-04-10,0.155,mg/l
NL25_690505,Ptot,2001-04-11,0.19,mg/l
NL25_690505,Ptot,2001-05-08,0.275,mg/l
NL25_690505,Ptot,2001-05-09,0.2,mg/l
NL25_690505,Ptot,2001-06-11,0.145,mg/l
NL25_690505,Ptot,2001-06-12,0.16,mg/l
NL25_690505,Ptot,2001-07-15,0.1,mg/l
NL25_690505,Ptot,2001-07-16,0.09,mg/l
NL25_690505,Ptot,2001-08-20,0.17,mg/l
NL25_690505,Ptot,2001-08-21,0.15,mg/l
NL25_690505,Ptot,2001-09-12,0.18,mg/l
NL25_690505,Ptot,2001-09-13,0.24,mg/l
NL25_690505,Ptot,2001-10-08,0.12,mg/l
NL25_690505,Ptot,2001-10-09,0.15,mg/l
NL25_690505,Ptot,2001-11-11,0.165,mg/l
NL25_690505,Ptot,2001-11-12,0.14,mg/l
NL25_690505,Ptot,2001-12-05,0.125,mg/l
NL25_690505,Ptot,2001-12-06,0.12,mg/l
NL25_690505,Ptot,2002-01-06,0.17,mg/l
NL25_690505,Ptot,2002-01-07,0.17,mg/l
NL25_690505,Ptot,2002-02-03,0.1,mg/l
NL25_690505,Ptot,2002-02-04,0.1,mg/l
NL25_690505,Ptot,2002-03-06,0.11,mg/l
NL25_690505,Ptot,2002-03-07,0.11,mg/l
NL25_690505,Ptot,2002-04-01,0.215,mg/l
NL25_690505,Ptot,2002-04-02,0.1,mg/l
NL25_690505,Ptot,2002-04-30,0.195,mg/l
NL25_690505,Ptot,2002-05-01,0.2,mg/l
NL25_690505,Ptot,2002-06-05,0.11,mg/l
NL25_690505,Ptot,2002-06-06,0.1,mg/l
NL25_690505,Ptot,2002-07-02,0.13,mg/l
NL25_690505,Ptot,2002-07-03,0.13,mg/l
NL25_690505,Ptot,2002-08-05,0.235,mg/l
NL25_690505,Ptot,2002-08-06,0.24,mg/l
NL25_690505,Ptot,2002-09-03,0.29,mg/l
NL25_690505,Ptot,2002-09-04,0.31,mg/l
NL25_690505,Ptot,2002-09-29,0.12,mg/l
NL25_690505,Ptot,2002-09-30,0.14,mg/l
NL25_690505,Ptot,2002-10-27,0.135,mg/l
NL25_690505,Ptot,2002-10-28,0.15,mg/l
NL25_690505,Ptot,2002-12-01,0.175,mg/l
NL25_690505,Ptot,2002-12-02,0.16,mg/l
NL25_690505,Ptot,2003-01-08,0.12,mg/l
NL25_690505,Ptot,2003-01-09,0.12,mg/l
NL25_690505,Ptot,2003-02-05,0.58,mg/l
NL25_690505,Ptot,2003-02-06,0.58,mg/l
NL25_690505,Ptot,2003-03-03,0.02,mg/l
NL25_690505,Ptot,2003-03-04,0.02,mg/l
NL25_690505,Ptot,2003-03-31,0.24,mg/l
NL25_690505,Ptot,2003-04-01,0.24,mg/l
NL25_690505,Ptot,2003-04-30,0.2,mg/l
NL25_690505,Ptot,2003-05-01,0.2,mg/l
NL25_690505,Ptot,2003-06-04,0.08,mg/l
NL25_690505,Ptot,2003-06-05,0.08,mg/l
NL25_690505,Ptot,2003-07-02,0.39,mg/l
NL25_690505,Ptot,2003-07-03,0.39,mg/l
NL25_690505,Ptot,2003-07-23,0.24,mg/l
NL25_690505,Ptot,2003-07-24,0.24,mg/l
NL25_690505,Ptot,2003-09-02,0.21,mg/l
NL25_690505,Ptot,2003-09-03,0.21,mg/l
NL25_690505,Ptot,2003-10-01,0.18,mg/l
NL25_690505,Ptot,2003-10-02,0.18,mg/l
NL25_690505,Ptot,2003-11-05,0.12,mg/l
NL25_690505,Ptot,2003-11-06,0.12,mg/l
NL25_690505,Ptot,2003-12-02,0.1,mg/l
NL25_690505,Ptot,2003-12-03,0.1,mg/l
NL25_690505,Ptot,2004-01-13,0.07,mg/l
NL25_690505,Ptot,2004-01-14,0.07,mg/l
NL25_690505,Ptot,2004-02-11,0.1,mg/l
NL25_690505,Ptot,2004-02-12,0.1,mg/l
NL25_690505,Ptot,2004-03-15,0.17,mg/l
NL25_690505,Ptot,2004-03-16,0.17,mg/l
NL25_690505,Ptot,2004-04-19,0.12,mg/l
NL25_690505,Ptot,2004-04-20,0.12,mg/l
NL25_690505,Ptot,2004-05-11,0.14,mg/l
NL25_690505,Ptot,2004-05-12,0.14,mg/l
NL25_690505,Ptot,2004-06-15,0.23,mg/l
NL25_690505,Ptot,2004-06-16,0.23,mg/l
NL25_690505,Ptot,2004-07-13,0.21,mg/l
NL25_690505,Ptot,2004-07-14,0.21,mg/l
NL25_690505,Ptot,2004-08-16,0.24,mg/l
NL25_690505,Ptot,2004-08-17,0.24,mg/l
NL25_690505,Ptot,2004-09-13,0.19,mg/l
NL25_690505,Ptot,2004-09-14,0.19,mg/l
NL25_690505,Ptot,2004-10-11,0.12,mg/l
NL25_690505,Ptot,2004-10-12,0.12,mg/l
NL25_690505,Ptot,2004-11-14,0.08,mg/l
NL25_690505,Ptot,2004-11-15,0.08,mg/l
NL25_690505,Ptot,2004-12-12,0.1,mg/l
NL25_690505,Ptot,2004-12-13,0.1,mg/l
NL25_690505,Ptot,2005-01-09,0.09,mg/l
NL25_690505,Ptot,2005-01-10,0.09,mg/l
NL25_690505,Ptot,2005-02-14,0.08,mg/l
NL25_690505,Ptot,2005-02-15,0.08,mg/l
NL25_690505,Ptot,2005-03-13,0.09,mg/l
NL25_690505,Ptot,2005-03-14,0.09,mg/l
NL25_690505,Ptot,2005-04-11,0.07,mg/l
NL25_690505,Ptot,2005-04-12,0.07,mg/l
NL25_690505,Ptot,2005-05-17,0.29,mg/l
NL25_690505,Ptot,2005-05-18,0.29,mg/l
NL25_690505,Ptot,2005-06-12,0.18,mg/l
NL25_690505,Ptot,2005-06-13,0.18,mg/l
NL25_690505,Ptot,2005-07-10,0.11,mg/l
NL25_690505,Ptot,2005-07-11,0.11,mg/l
NL25_690505,Ptot,2005-08-15,0.08,mg/l
NL25_690505,Ptot,2005-08-16,0.08,mg/l
NL25_690505,Ptot,2005-09-12,0.07,mg/l
NL25_690505,Ptot,2005-09-13,0.07,mg/l
NL25_690505,Ptot,2005-10-12,0.14,mg/l
NL25_690505,Ptot,2005-10-13,0.14,mg/l
NL25_690505,Ptot,2005-11-14,0.11,mg/l
NL25_690505,Ptot,2005-11-15,0.11,mg/l
NL25_690505,Ptot,2005-12-14,0.04,mg/l
NL25_690505,Ptot,2005-12-15,0.04,mg/l
NL25_690505,Ptot,2006-01-04,0.075,mg/l
NL25_690505,Ptot,2006-01-05,0.09,mg/l
NL25_690505,Ptot,2006-01-31,0.395,mg/l
NL25_690505,Ptot,2006-02-01,0.15,mg/l
NL25_690505,Ptot,2006-03-06,0.08,mg/l
NL25_690505,Ptot,2006-03-07,0.06,mg/l
NL25_690505,Ptot,2006-04-04,0.17,mg/l
NL25_690505,Ptot,2006-04-05,0.18,mg/l
NL25_690505,Ptot,2006-05-08,0.185,mg/l
NL25_690505,Ptot,2006-05-09,0.22,mg/l
NL25_690505,Ptot,2006-06-07,0.14,mg/l
NL25_690505,Ptot,2006-06-08,0.17,mg/l
NL25_690505,Ptot,2006-07-03,0.155,mg/l
NL25_690505,Ptot,2006-07-04,0.16,mg/l
NL25_690505,Ptot,2006-08-07,0.15,mg/l
NL25_690505,Ptot,2006-08-08,0.16,mg/l
NL25_690505,Ptot,2006-09-04,0.085,mg/l
NL25_690505,Ptot,2006-09-05,0.07,mg/l
NL25_690505,Ptot,2006-10-04,0.145,mg/l
NL25_690505,Ptot,2006-10-05,0.16,mg/l
NL25_690505,Ptot,2006-10-30,0.25,mg/l
NL25_690505,Ptot,2006-10-31,0.14,mg/l
NL25_690505,Ptot,2006-11-28,0.14,mg/l
NL25_690505,Ptot,2006-11-29,0.22,mg/l
NL25_690505,Ptot,2007-01-08,0.08,mg/l
NL25_690505,Ptot,2007-02-04,0.08,mg/l
NL25_690505,Ptot,2007-03-14,0.09,mg/l
NL25_690505,Ptot,2007-04-09,0.13,mg/l
NL25_690505,Ptot,2007-05-07,0.27,mg/l
NL25_690505,Ptot,2007-06-11,0.2,mg/l
NL25_690505,Ptot,2007-07-08,0.1,mg/l
NL25_690505,Ptot,2007-08-12,0.16,mg/l
NL25_690505,Ptot,2007-09-10,0.2,mg/l
NL25_690505,Ptot,2007-10-10,0.105,mg/l
NL25_690505,Ptot,2007-11-05,0.12,mg/l
NL25_690505,Ptot,2007-12-04,0.14,mg/l
NL25_690505,Ptot,2008-01-06,0.07,mg/l
NL25_690505,Ptot,2008-01-07,0.07,mg/l
NL25_690505,Ptot,2008-02-10,0.04,mg/l
NL25_690505,Ptot,2008-02-11,0.04,mg/l
NL25_690505,Ptot,2008-03-09,0.21,mg/l
NL25_690505,Ptot,2008-03-10,0.21,mg/l
NL25_690505,Ptot,2008-04-06,0.11,mg/l
NL25_690505,Ptot,2008-04-07,0.11,mg/l
NL25_690505,Ptot,2008-05-19,0.14,mg/l
NL25_690505,Ptot,2008-05-20,0.14,mg/l
NL25_690505,Ptot,2008-06-10,0.15,mg/l
NL25_690505,Ptot,2008-06-11,0.15,mg/l
NL25_690505,Ptot,2008-07-09,0.16,mg/l
NL25_690505,Ptot,2008-07-10,0.16,mg/l
NL25_690505,Ptot,2008-08-11,0.09,mg/l
NL25_690505,Ptot,2008-08-12,0.09,mg/l
NL25_690505,Ptot,2008-09-10,0.06,mg/l
NL25_690505,Ptot,2008-09-11,0.06,mg/l
NL25_690505,Ptot,2008-10-07,0.09,mg/l
NL25_690505,Ptot,2008-10-08,0.09,mg/l
NL25_690505,Ptot,2008-11-12,0.11,mg/l
NL25_690505,Ptot,2008-11-13,0.11,mg/l
NL25_690505,Ptot,2008-12-14,0.12,mg/l
NL25_690505,Ptot,2008-12-15,0.12,mg/l
NL25_690505,Ptot,2009-02-02,0.62,mg/l
NL25_690505,Ptot,2009-02-03,0.62,mg/l
NL25_690505,Ptot,2009-03-01,0.1,mg/l
NL25_690505,Ptot,2009-03-02,0.16,mg/l
NL25_690505,Ptot,2009-03-29,0.255,mg/l
NL25_690505,Ptot,2009-03-30,0.36,mg/l
NL25_690505,Ptot,2009-05-05,0.22,mg/l
NL25_690505,Ptot,2009-05-06,0.23,mg/l
