code,waterboard,year,n_installations,capacity_ie_x1000,influent_volume_1000m3,N_influent_ton,P_influent_ton,effluent_volume_1000m3,N_effluent_ton,P_effluent_ton,N_removal_process_pct,P_removal_process_pct,N_removal_total_pct,P_removal_total_pct
WS07,Hoogheemraadschap van Delfland (WS),2020,4.0,1784.0,139378.0,6287.0,861.0,139378.0,1009.0,155.0,81.0,74.0,84.0,82.0
WS10,Waterschap De Dommel (WS),2020,8.0,1448.0,106450.0,5056.0,787.0,106450.0,784.0,64.0,86.0,91.0,84.0,92.0
WS12,Hoogheemraadschap van Rijnland (WS),2020,19.0,2038.0,130633.0,5902.0,833.0,130633.0,670.0,68.0,89.0,93.0,89.0,92.0
WS13,Waterschap Rivierenland (WS),2020,31.0,1620.0,105162.0,5291.0,806.0,105162.0,749.0,145.0,87.0,79.0,86.0,82.0
WS14,Hhs De Stichtse Rijnlanden (WS),2020,16.0,1370.0,79626.0,4082.0,549.0,79626.0,516.0,46.0,88.0,92.0,87.0,92.0
WS16,Waterschap Hunze en Aa's (WS),2020,13.0,619.0,37140.0,1513.0,206.0,37140.0,226.0,26.0,87.0,88.0,85.0,87.0
WS17,Waterschap Noorderzijlvest (WS),2020,13.0,684.0,55057.0,2068.0,302.0,55057.0,556.0,48.0,82.0,82.0,73.0,84.0
WS20,Waterschap Zuiderzeeland (WS),2020,5.0,754.0,29602.0,2453.0,349.0,29602.0,243.0,25.0,90.0,92.0,90.0,93.0
WS21,Hhs Hollands Noorderkwartier (WS),2020,15.0,1722.0,104262.0,5286.0,712.0,104262.0,848.0,81.0,83.0,87.0,84.0,89.0
WS22,Waterschap Brabantse Delta (WS),2020,17.0,1296.0,97388.0,4437.0,671.0,97388.0,923.0,143.0,85.0,85.0,79.0,79.0
WS23,Wetterskip Fryslân (WS),2020,27.0,1336.0,91459.0,4051.0,566.0,91459.0,414.0,68.0,89.0,86.0,90.0,88.0
WS24,Waterschap Aa en Maas (WS),2020,7.0,1534.0,101792.0,4754.0,989.0,101792.0,635.0,97.0,88.0,89.0,87.0,90.0
WS25,Waterschap Hollandse Delta (WS),2020,20.0,1808.0,139077.0,5752.0,787.0,139077.0,1209.0,116.0,86.0,83.0,79.0,85.0
WS26,Hhs van Schieland en Krimpenerwaard (WS),2020,9.0,655.0,54192.0,2092.0,275.0,54192.0,347.0,40.0,88.0,83.0,83.0,85.0
WS27,Waterschap Scheldestromen (WS),2020,15.0,799.0,50169.0,2154.0,266.0,50169.0,408.0,47.0,86.0,83.0,81.0,82.0
WS28,Waterschap Vallei en Veluwe (WS),2020,16.0,2028.0,114802.0,6548.0,865.0,114802.0,1064.0,116.0,85.0,87.0,84.0,87.0
WS29,Waterschap Vechtstromen (WS),2020,23.0,1725.0,92790.0,5013.0,758.0,92790.0,668.0,81.0,87.0,86.0,87.0,89.0
WS30,WS Drents Overijsselse Delta (WS),2020,16.0,1160.0,61062.0,3311.0,471.0,61062.0,444.0,51.0,88.0,89.0,87.0,89.0
WS31,Waterschap Limburg (WS),2020,17.0,2041.0,148116.0,6415.0,750.0,148116.0,1217.0,102.0,80.0,84.0,81.0,86.0
WS32,"WS Amstel, Gooi en Vecht (WS)",2020,11.0,2023.0,129186.0,7330.0,933.0,129186.0,971.0,76.0,85.0,88.0,87.0,92.0
NL01,Nederland totaal,2021,313.0,29957.0,1963884.0,93852.0,13120.0,1963884.0,14379.0,1681.0,86.0,86.0,85.0,87.0
WS02,Waterschap Rijn en IJssel (WS),2021,13.0,1235.0,71993.0,4170.0,623.0,71993.0,475.0,56.0,89.0,89.0,89.0,91.0
WS07,Hoogheemraadschap van Delfland (WS),2021,4.0,1930.0,137185.0,6493.0,865.0,137185.0,1031.0,165.0,82.0,71.0,84.0,81.0
WS10,Waterschap De Dommel (WS),2021,8.0,1448.0,107850.0,4956.0,849.0,107850.0,695.0,54.0,88.0,93.0,86.0,94.0
WS12,Hoogheemraadschap van Rijnland (WS),2021,19.0,2060.0,129327.0,5864.0,830.0,129327.0,666.0,67.0,89.0,93.0,89.0,92.0
WS13,Waterschap Rivierenland (WS),2021,29.0,1692.0,111320.0,5504.0,837.0,111320.0,917.0,175.0,85.0,78.0,83.0,79.0
WS14,Hhs De Stichtse Rijnlanden (WS),2021,16.0,1361.0,80400.0,4206.0,562.0,80400.0,494.0,48.0,89.0,92.0,88.0,92.0
WS16,Waterschap Hunze en Aa's (WS),2021,13.0,619.0,37861.0,1514.0,245.0,37861.0,240.0,28.0,85.0,87.0,84.0,89.0
WS17,Waterschap Noorderzijlvest (WS),2021,13.0,684.0,54878.0,1968.0,290.0,54878.0,491.0,41.0,81.0,84.0,75.0,86.0
WS20,Waterschap Zuiderzeeland (WS),2021,5.0,754.0,29684.0,2433.0,329.0,29684.0,203.0,25.0,91.0,93.0,92.0,92.0
WS21,Hhs Hollands Noorderkwartier (WS),2021,15.0,1703.0,104093.0,5299.0,731.0,104093.0,782.0,80.0,85.0,87.0,85.0,89.0
WS22,Waterschap Brabantse Delta (WS),2021,17.0,1296.0,97200.0,4325.0,637.0,97200.0,903.0,144.0,85.0,85.0,79.0,77.0
WS23,Wetterskip Fryslân (WS),2021,27.0,1336.0,94838.0,4175.0,591.0,94838.0,465.0,64.0,88.0,86.0,89.0,89.0
WS24,Waterschap Aa en Maas (WS),2021,7.0,1562.0,105253.0,4729.0,835.0,105253.0,582.0,74.0,89.0,90.0,88.0,91.0
WS25,Waterschap Hollandse Delta (WS),2021,20.0,1808.0,138261.0,5609.0,720.0,138261.0,1238.0,110.0,85.0,84.0,78.0,85.0
WS26,Hhs van Schieland en Krimpenerwaard (WS),2021,9.0,682.0,51957.0,2073.0,276.0,51957.0,345.0,44.0,86.0,81.0,83.0,84.0
WS27,Waterschap Scheldestromen (WS),2021,15.0,799.0,54976.0,2258.0,259.0,54976.0,449.0,69.0,85.0,79.0,80.0,73.0
WS28,Waterschap Vallei en Veluwe (WS),2021,16.0,2026.0,116097.0,6743.0,885.0,116097.0,1052.0,114.0,86.0,88.0,84.0,87.0
WS29,Waterschap Vechtstromen (WS),2021,23.0,1731.0,96111.0,5007.0,698.0,96111.0,669.0,93.0,88.0,87.0,87.0,87.0
WS30,WS Drents Overijsselse Delta (WS),2021,16.0,1160.0,61554.0,3333.0,470.0,61554.0,446.0,43.0,89.0,92.0,87.0,91.0
WS31,Waterschap Limburg (WS),2021,17.0,2051.0,157517.0,6313.0,705.0,157517.0,1233.0,99.0,81.0,84.0,80.0,86.0
WS32,"WS Amstel, Gooi en Vecht (WS)",2021,11.0,2020.0,125527.0,6882.0,883.0,125527.0,1004.0,88.0,86.0,88.0,85.0,90.0
NL01,Nederland totaal,2022,313.0,29995.0,1807838.0,92433.0,12944.0,1807838.0,12960.0,1609.0,87.0,86.0,86.0,88.0
WS02,Waterschap Rijn en IJssel (WS),2022,13.0,1270.0,63954.0,3999.0,576.0,63954.0,418.0,54.0,90.0,90.0,90.0,91.0
WS07,Hoogheemraadschap van Delfland (WS),2022,4.0,1930.0,123717.0,6445.0,862.0,123717.0,1091.0,165.0,81.0,73.0,83.0,81.0
WS10,Waterschap De Dommel (WS),2022,8.0,1448.0,96529.0,5068.0,813.0,96529.0,545.0,41.0,90.0,94.0,89.0,95.0
WS12,Hoogheemraadschap van Rijnland (WS),2022,19.0,2060.0,117943.0,5746.0,837.0,117943.0,611.0,70.0,90.0,93.0,89.0,92.0
WS13,Waterschap Rivierenland (WS),2022,29.0,1692.0,105982.0,5553.0,830.0,105982.0,797.0,136.0,87.0,80.0,86.0,84.0
WS14,Hhs De Stichtse Rijnlanden (WS),2022,16.0,1361.0,76299.0,4226.0,555.0,76299.0,503.0,56.0,88.0,90.0,88.0,90.0
WS16,Waterschap Hunze en Aa's (WS),2022,13.0,619.0,33277.0,1387.0,233.0,33277.0,194.0,27.0,87.0,88.0,86.0,88.0
WS17,Waterschap Noorderzijlvest (WS),2022,13.0,684.0,50917.0,1904.0,285.0,50917.0,466.0,45.0,81.0,80.0,76.0,84.0
WS20,Waterschap Zuiderzeeland (WS),2022,5.0,765.0,28153.0,2355.0,307.0,28153.0,185.0,16.0,91.0,95.0,92.0,95.0
WS21,Hhs Hollands Noorderkwartier (WS),2022,15.0,1703.0,94897.0,5355.0,755.0,94897.0,800.0,99.0,82.0,83.0,85.0,87.0
WS22,Waterschap Brabantse Delta (WS),2022,17.0,1296.0,93255.0,4275.0,638.0,93255.0,853.0,155.0,85.0,85.0,80.0,76.0
WS23,Wetterskip Fryslân (WS),2022,27.0,1336.0,84960.0,3929.0,565.0,84960.0,380.0,69.0,90.0,85.0,90.0,88.0
WS24,Waterschap Aa en Maas (WS),2022,7.0,1562.0,96786.0,4629.0,804.0,96786.0,505.0,68.0,90.0,90.0,89.0,92.0
WS25,Waterschap Hollandse Delta (WS),2022,20.0,1808.0,126824.0,5461.0,742.0,126824.0,1060.0,107.0,87.0,83.0,81.0,86.0
WS26,Hhs van Schieland en Krimpenerwaard (WS),2022,9.0,682.0,50443.0,2146.0,280.0,50443.0,317.0,52.0,88.0,81.0,85.0,81.0
WS27,Waterschap Scheldestromen (WS),2022,15.0,799.0,47954.0,2200.0,242.0,47954.0,363.0,41.0,86.0,82.0,84.0,83.0
WS28,Waterschap Vallei en Veluwe (WS),2022,16.0,2026.0,111368.0,6564.0,845.0,111368.0,887.0,129.0,88.0,87.0,86.0,85.0
WS29,Waterschap Vechtstromen (WS),2022,23.0,1729.0,85994.0,4876.0,705.0,85994.0,587.0,81.0,88.0,87.0,88.0,89.0
WS30,WS Drents Overijsselse Delta (WS),2022,16.0,1160.0,59154.0,3274.0,469.0,59154.0,412.0,46.0,89.0,91.0,87.0,90.0
WS31,Waterschap Limburg (WS),2022,17.0,2046.0,136129.0,6080.0,699.0,136129.0,1048.0,79.0,85.0,88.0,83.0,89.0
WS32,"WS Amstel, Gooi en Vecht (WS)",2022,11.0,2020.0,123302.0,6961.0,904.0,123302.0,938.0,74.0,86.0,88.0,87.0,92.0
NL01,Nederland totaal,2023,313.0,29995.0,2245264.0,92983.0,12757.0,2245264.0,15157.0,1773.0,85.0,85.0,84.0,86.0
WS02,Waterschap Rijn en IJssel (WS),2023,13.0,1270.0,83345.0,3868.0,581.0,83345.0,484.0,62.0,89.0,89.0,87.0,89.0
WS07,Hoogheemraadschap van Delfland (WS),2023,4.0,1930.0,145007.0,6599.0,865.0,145007.0,1116.0,127.0,81.0,78.0,83.0,85.0
WS10,Waterschap De Dommel (WS),2023,8.0,1448.0,138079.0,5219.0,827.0,138079.0,764.0,71.0,86.0,92.0,85.0,91.0
WS12,Hoogheemraadschap van Rijnland (WS),2023,19.0,2060.0,144041.0,5809.0,813.0,144041.0,737.0,101.0,88.0,89.0,87.0,88.0
WS13,Waterschap Rivierenland (WS),2023,29.0,1692.0,133701.0,5266.0,739.0,133701.0,947.0,168.0,85.0,78.0,82.0,77.0
WS14,Hhs De Stichtse Rijnlanden (WS),2023,16.0,1361.0,92731.0,4289.0,545.0,92731.0,539.0,50.0,87.0,91.0,87.0,91.0
WS16,Waterschap Hunze en Aa's (WS),2023,13.0,619.0,42854.0,1430.0,224.0,42854.0,242.0,32.0,85.0,86.0,83.0,86.0
WS17,Waterschap Noorderzijlvest (WS),2023,13.0,684.0,63749.0,1984.0,285.0,63749.0,467.0,41.0,81.0,82.0,76.0,86.0
WS20,Waterschap Zuiderzeeland (WS),2023,5.0,765.0,31339.0,2375.0,313.0,31339.0,216.0,21.0,91.0,93.0,91.0,93.0
WS21,Hhs Hollands Noorderkwartier (WS),2023,15.0,1703.0,114811.0,5307.0,688.0,114811.0,903.0,102.0,82.0,84.0,83.0,85.0
WS22,Waterschap Brabantse Delta (WS),2023,17.0,1296.0,114048.0,4140.0,598.0,114048.0,911.0,136.0,85.0,83.0,78.0,77.0
WS23,Wetterskip Fryslân (WS),2023,27.0,1336.0,106597.0,3931.0,585.0,106597.0,446.0,77.0,88.0,85.0,89.0,87.0
WS24,Waterschap Aa en Maas (WS),2023,7.0,1562.0,124884.0,4794.0,818.0,124884.0,695.0,98.0,87.0,87.0,86.0,88.0
WS25,Waterschap Hollandse Delta (WS),2023,20.0,1808.0,154937.0,5427.0,686.0,154937.0,1230.0,108.0,86.0,84.0,77.0,84.0
WS26,Hhs van Schieland en Krimpenerwaard (WS),2023,9.0,682.0,62869.0,2207.0,277.0,62869.0,410.0,50.0,87.0,82.0,81.0,82.0
WS27,Waterschap Scheldestromen (WS),2023,15.0,799.0,59777.0,2177.0,243.0,59777.0,428.0,60.0,84.0,79.0,80.0,75.0
WS28,Waterschap Vallei en Veluwe (WS),2023,16.0,2026.0,135455.0,6450.0,826.0,135455.0,1009.0,126.0,86.0,87.0,84.0,85.0
WS29,Waterschap Vechtstromen (WS),2023,23.0,1729.0,119247.0,4848.0,671.0,119247.0,746.0,99.0,85.0,83.0,85.0,85.0
WS30,WS Drents Overijsselse Delta (WS),2023,16.0,1160.0,72153.0,3261.0,445.0,72153.0,492.0,50.0,88.0,91.0,85.0,89.0
WS31,Waterschap Limburg (WS),2023,17.0,2046.0,168091.0,6436.0,814.0,168091.0,1303.0,119.0,81.0,86.0,80.0,85.0
WS32,"WS Amstel, Gooi en Vecht (WS)",2023,11.0,2020.0,137548.0,7165.0,914.0,137548.0,1073.0,75.0,84.0,87.0,85.0,92.0
NL01,Nederland totaal,2024,313.0,30019.0,2229171.0,95026.0,12958.0,2229171.0,15127.0,1713.0,86.0,86.0,84.0,87.0
WS02,Waterschap Rijn en IJssel (WS),2024,13.0,1270.0,78706.0,3857.0,542.0,78706.0,469.0,65.0,88.0,88.0,88.0,88.0
WS07,Hoogheemraadschap van Delfland (WS),2024,4.0,1935.0,142702.0,6453.0,876.0,142702.0,1145.0,111.0,79.0,80.0,82.0,87.0
WS10,Waterschap De Dommel (WS),2024,8.0,1568.0,151175.0,5130.0,795.0,151175.0,750.0,73.0,86.0,92.0,85.0,91.0
WS12,Hoogheemraadschap van Rijnland (WS),2024,19.0,2061.0,141434.0,5925.0,870.0,141434.0,677.0,69.0,89.0,93.0,89.0,92.0
WS13,Waterschap Rivierenland (WS),2024,29.0,1692.0,131249.0,5317.0,751.0,131249.0,916.0,153.0,86.0,78.0,83.0,80.0
WS14,Hhs De Stichtse Rijnlanden (WS),2024,16.0,1361.0,89888.0,4312.0,566.0,89888.0,579.0,60.0,87.0,91.0,87.0,89.0
WS16,Waterschap Hunze en Aa's (WS),2024,13.0,619.0,40402.0,1643.0,223.0,40402.0,209.0,25.0,87.0,85.0,87.0,89.0
WS17,Waterschap Noorderzijlvest (WS),2024,13.0,684.0,61945.0,2277.0,299.0,61945.0,498.0,51.0,83.0,81.0,78.0,83.0
WS20,Waterschap Zuiderzeeland (WS),2024,5.0,715.0,30922.0,2414.0,323.0,30922.0,204.0,19.0,91.0,94.0,92.0,94.0
WS21,Hhs Hollands Noorderkwartier (WS),2024,15.0,1684.0,110262.0,5480.0,714.0,110262.0,849.0,97.0,83.0,85.0,85.0,86.0
WS22,Waterschap Brabantse Delta (WS),2024,17.0,1296.0,115222.0,4352.0,643.0,115222.0,1008.0,134.0,84.0,84.0,77.0,79.0
WS23,Wetterskip Fryslân (WS),2024,27.0,1336.0,101801.0,3911.0,573.0,101801.0,406.0,66.0,89.0,86.0,90.0,89.0
WS24,Waterschap Aa en Maas (WS),2024,7.0,1562.0,121185.0,5023.0,829.0,121185.0,776.0,103.0,87.0,87.0,85.0,88.0
WS25,Waterschap Hollandse Delta (WS),2024,20.0,1808.0,145556.0,5572.0,710.0,145556.0,1288.0,119.0,86.0,84.0,77.0,83.0
WS26,Hhs van Schieland en Krimpenerwaard (WS),2024,9.0,682.0,58539.0,2182.0,286.0,58539.0,351.0,56.0,89.0,83.0,84.0,80.0
WS27,Waterschap Scheldestromen (WS),2024,15.0,799.0,58329.0,2144.0,239.0,58329.0,431.0,47.0,82.0,81.0,80.0,80.0
WS28,Waterschap Vallei en Veluwe (WS),2024,16.0,2026.0,138403.0,6724.0,861.0,138403.0,1117.0,148.0,86.0,85.0,83.0,83.0
WS29,Waterschap Vechtstromen (WS),2024,23.0,1690.0,117605.0,4939.0,668.0,117605.0,705.0,90.0,87.0,85.0,86.0,87.0
WS30,WS Drents Overijsselse Delta (WS),2024,16.0,1160.0,67674.0,3250.0,450.0,67674.0,411.0,48.0,89.0,91.0,87.0,89.0
WS31,Waterschap Limburg (WS),2024,17.0,2051.0,187158.0,6537.0,762.0,187158.0,1265.0,99.0,81.0,86.0,81.0,87.0
WS32,"WS Amstel, Gooi en Vecht (WS)",2024,11.0,2020.0,139014.0,7586.0,977.0,139014.0,1074.0,79.0,85.0,87.0,86.0,92.0
