FID,Rapportagejaar,WaterlichaamCode,KRWkwaliteitselementCode,KRWkwaliteitselementOmschrijving,Classificatie,naam,lengteKM,oppervlakteKM2,stroomgebieddistrictNaam,oppervlaktewaterCategorie,oppervlaktewaterWatertypeCode,oppervlaktewaterWatertypeOmschrijving,waterbeheerderCode,waterbeheerderNaam
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02L9c.Ptot,2023,NL02L9c,Ptot,Fosfor totaal,Matig,Friese boezem - regionale kanalen met scheepvaart,,5.64874,Rijn,Meer,M3,Gebufferde (regionale) kanalen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02L9d.Nanorg,2023,NL02L9d,Nanorg,DIN,Niet van toepassing,Friese boezem - regionale kanalen zonder scheepvaart,,1.67845,Rijn,Meer,M3,Gebufferde (regionale) kanalen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02L9d.Ptot,2023,NL02L9d,Ptot,Fosfor totaal,Matig,Friese boezem - regionale kanalen zonder scheepvaart,,1.67845,Rijn,Meer,M3,Gebufferde (regionale) kanalen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02L9d.Ntot,2023,NL02L9d,Ntot,Stikstof totaal,Goed,Friese boezem - regionale kanalen zonder scheepvaart,,1.67845,Rijn,Meer,M3,Gebufferde (regionale) kanalen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V1.Ptot,2023,NL02V1,Ptot,Fosfor totaal,Matig,Friese boezem - overige meren,,57.91598,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V1.Ntot,2023,NL02V1,Ntot,Stikstof totaal,Matig,Friese boezem - overige meren,,57.91598,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V1.Nanorg,2023,NL02V1,Nanorg,DIN,Niet van toepassing,Friese boezem - overige meren,,57.91598,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V10.Nanorg,2023,NL02V10,Nanorg,DIN,Niet van toepassing,Fluessen e.o.,,30.59243,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V10.Ptot,2023,NL02V10,Ptot,Fosfor totaal,Goed,Fluessen e.o.,,30.59243,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V10.Ntot,2023,NL02V10,Ntot,Stikstof totaal,Goed,Fluessen e.o.,,30.59243,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V11.Nanorg,2023,NL02V11,Nanorg,DIN,Niet van toepassing,Alde Feanen,,5.34337,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V11.Ptot,2023,NL02V11,Ptot,Fosfor totaal,Goed,Alde Feanen,,5.34337,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V11.Ntot,2023,NL02V11,Ntot,Stikstof totaal,Matig,Alde Feanen,,5.34337,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V12.Nanorg,2023,NL02V12,Nanorg,DIN,Niet van toepassing,Groote Wielen,,1.10482,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V12.Ntot,2023,NL02V12,Ntot,Stikstof totaal,Matig,Groote Wielen,,1.10482,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V12.Ptot,2023,NL02V12,Ptot,Fosfor totaal,Matig,Groote Wielen,,1.10482,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V4.Ntot,2023,NL02V4,Ntot,Stikstof totaal,Matig,Laagveenplassen Friesland,,37.28965,Rijn,Meer,M27,Matig grote ondiepe laagveenplassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V4.Ptot,2023,NL02V4,Ptot,Fosfor totaal,Matig,Laagveenplassen Friesland,,37.28965,Rijn,Meer,M27,Matig grote ondiepe laagveenplassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V4.Nanorg,2023,NL02V4,Nanorg,DIN,Niet van toepassing,Laagveenplassen Friesland,,37.28965,Rijn,Meer,M27,Matig grote ondiepe laagveenplassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V5a.Ntot,2023,NL02V5a,Ntot,Stikstof totaal,Goed,Nannewijd,,0.9589,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V5a.Nanorg,2023,NL02V5a,Nanorg,DIN,Niet van toepassing,Nannewijd,,0.9589,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V5a.Ptot,2023,NL02V5a,Ptot,Fosfor totaal,Goed,Nannewijd,,0.9589,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V5b.Ntot,2023,NL02V5b,Ntot,Stikstof totaal,Matig,Kleine Wielen,,0.66578,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V5b.Nanorg,2023,NL02V5b,Nanorg,DIN,Niet van toepassing,Kleine Wielen,,0.66578,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V5b.Ptot,2023,NL02V5b,Ptot,Fosfor totaal,Matig,Kleine Wielen,,0.66578,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V9.Ntot,2023,NL02V9,Ntot,Stikstof totaal,Matig,Sneekermeergebied e.o.,,14.96855,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V9.Nanorg,2023,NL02V9,Nanorg,DIN,Niet van toepassing,Sneekermeergebied e.o.,,14.96855,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL02V9.Ptot,2023,NL02V9,Ptot,Fosfor totaal,Goed,Sneekermeergebied e.o.,,14.96855,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,02,Wetterskip Fryslan
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0001.Ntot,2023,NL07_0001,Ntot,Stikstof totaal,Goed,Grenskanaal,,0.08888,Rijn,Meer,M1a,Zoete gebufferde sloten,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0001.Ptot,2023,NL07_0001,Ptot,Fosfor totaal,Goed,Grenskanaal,,0.08888,Rijn,Meer,M1a,Zoete gebufferde sloten,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0001.Nanorg,2023,NL07_0001,Nanorg,DIN,Niet van toepassing,Grenskanaal,,0.08888,Rijn,Meer,M1a,Zoete gebufferde sloten,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0002.Ptot,2023,NL07_0002,Ptot,Fosfor totaal,Matig,Oude Rijn,,1.53707,Rijn,Meer,M3,Gebufferde (regionale) kanalen,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0002.Nanorg,2023,NL07_0002,Nanorg,DIN,Niet van toepassing,Oude Rijn,,1.53707,Rijn,Meer,M3,Gebufferde (regionale) kanalen,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0002.Ntot,2023,NL07_0002,Ntot,Stikstof totaal,Goed,Oude Rijn,,1.53707,Rijn,Meer,M3,Gebufferde (regionale) kanalen,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0003.Ptot,2023,NL07_0003,Ptot,Fosfor totaal,Goed,Wijdewetering-Zevenaarsewetering,,0.21493,Rijn,Meer,M3,Gebufferde (regionale) kanalen,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0003.Nanorg,2023,NL07_0003,Nanorg,DIN,Niet van toepassing,Wijdewetering-Zevenaarsewetering,,0.21493,Rijn,Meer,M3,Gebufferde (regionale) kanalen,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0003.Ntot,2023,NL07_0003,Ntot,Stikstof totaal,Goed,Wijdewetering-Zevenaarsewetering,,0.21493,Rijn,Meer,M3,Gebufferde (regionale) kanalen,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0004.Ntot,2023,NL07_0004,Ntot,Stikstof totaal,Goed,Didamse Wetering,,0.34151,Rijn,Meer,M3,Gebufferde (regionale) kanalen,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0004.Nanorg,2023,NL07_0004,Nanorg,DIN,Niet van toepassing,Didamse Wetering,,0.34151,Rijn,Meer,M3,Gebufferde (regionale) kanalen,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0004.Ptot,2023,NL07_0004,Ptot,Fosfor totaal,Goed,Didamse Wetering,,0.34151,Rijn,Meer,M3,Gebufferde (regionale) kanalen,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0005.Nanorg,2023,NL07_0005,Nanorg,DIN,Niet van toepassing,Wehlsebeek,,0.06473,Rijn,Meer,M1a,Zoete gebufferde sloten,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0005.Ptot,2023,NL07_0005,Ptot,Fosfor totaal,Goed,Wehlsebeek,,0.06473,Rijn,Meer,M1a,Zoete gebufferde sloten,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0005.Ntot,2023,NL07_0005,Ntot,Stikstof totaal,Matig,Wehlsebeek,,0.06473,Rijn,Meer,M1a,Zoete gebufferde sloten,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0006.Ptot,2023,NL07_0006,Ptot,Fosfor totaal,Goed,Oude IJssel,37.65,,Rijn,Rivier,R6,Langzaam stromend riviertje op zand/klei,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0006.Nanorg,2023,NL07_0006,Nanorg,DIN,Niet van toepassing,Oude IJssel,37.65,,Rijn,Rivier,R6,Langzaam stromend riviertje op zand/klei,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0006.Ntot,2023,NL07_0006,Ntot,Stikstof totaal,Matig,Oude IJssel,37.65,,Rijn,Rivier,R6,Langzaam stromend riviertje op zand/klei,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0007.Ptot,2023,NL07_0007,Ptot,Fosfor totaal,Matig,Keizersbeek,18.34,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0007.Nanorg,2023,NL07_0007,Nanorg,DIN,Niet van toepassing,Keizersbeek,18.34,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0007.Ntot,2023,NL07_0007,Ntot,Stikstof totaal,Goed,Keizersbeek,18.34,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0008.Ptot,2023,NL07_0008,Ptot,Fosfor totaal,Goed,Bergerslagbeek,8.59,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0008.Ntot,2023,NL07_0008,Ntot,Stikstof totaal,Goed,Bergerslagbeek,8.59,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0008.Nanorg,2023,NL07_0008,Nanorg,DIN,Niet van toepassing,Bergerslagbeek,8.59,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0009.Nanorg,2023,NL07_0009,Nanorg,DIN,Niet van toepassing,Boven Slinge,13.04,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0009.Ptot,2023,NL07_0009,Ptot,Fosfor totaal,Ontoereikend,Boven Slinge,13.04,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0009.Ntot,2023,NL07_0009,Ntot,Stikstof totaal,Ontoereikend,Boven Slinge,13.04,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0010.Nanorg,2023,NL07_0010,Nanorg,DIN,Niet van toepassing,Waalse water,,0.12495,Rijn,Meer,M1a,Zoete gebufferde sloten,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0010.Ntot,2023,NL07_0010,Ntot,Stikstof totaal,Goed,Waalse water,,0.12495,Rijn,Meer,M1a,Zoete gebufferde sloten,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0010.Ptot,2023,NL07_0010,Ptot,Fosfor totaal,Goed,Waalse water,,0.12495,Rijn,Meer,M1a,Zoete gebufferde sloten,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0011.Nanorg,2023,NL07_0011,Nanorg,DIN,Niet van toepassing,Grote beek,20.05,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0011.Ptot,2023,NL07_0011,Ptot,Fosfor totaal,Goed,Grote beek,20.05,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0011.Ntot,2023,NL07_0011,Ntot,Stikstof totaal,Goed,Grote beek,20.05,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0012.Nanorg,2023,NL07_0012,Nanorg,DIN,Niet van toepassing,Oosterwijksevloed,13.17,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0012.Ntot,2023,NL07_0012,Ntot,Stikstof totaal,Goed,Oosterwijksevloed,13.17,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0012.Ptot,2023,NL07_0012,Ptot,Fosfor totaal,Goed,Oosterwijksevloed,13.17,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0013_1.Ntot,2023,NL07_0013_1,Ntot,Stikstof totaal,Goed,Veengoot,,0.5333,Rijn,Meer,M1a,Zoete gebufferde sloten,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0013_1.Ptot,2023,NL07_0013_1,Ptot,Fosfor totaal,Goed,Veengoot,,0.5333,Rijn,Meer,M1a,Zoete gebufferde sloten,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0013_1.Nanorg,2023,NL07_0013_1,Nanorg,DIN,Niet van toepassing,Veengoot,,0.5333,Rijn,Meer,M1a,Zoete gebufferde sloten,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0014_1.Ntot,2023,NL07_0014_1,Ntot,Stikstof totaal,Matig,Baakse Beek Bovenstrooms,12.97,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0014_1.Ptot,2023,NL07_0014_1,Ptot,Fosfor totaal,Matig,Baakse Beek Bovenstrooms,12.97,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0014_1.Nanorg,2023,NL07_0014_1,Nanorg,DIN,Niet van toepassing,Baakse Beek Bovenstrooms,12.97,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0014_2.Ntot,2023,NL07_0014_2,Ntot,Stikstof totaal,Goed,Baakse Beek Benedenstrooms,21.61,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0014_2.Nanorg,2023,NL07_0014_2,Nanorg,DIN,Niet van toepassing,Baakse Beek Benedenstrooms,21.61,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0014_2.Ptot,2023,NL07_0014_2,Ptot,Fosfor totaal,Goed,Baakse Beek Benedenstrooms,21.61,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0015.Ntot,2023,NL07_0015,Ntot,Stikstof totaal,Goed,Vierakkerselaak,4.95,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0015.Ptot,2023,NL07_0015,Ptot,Fosfor totaal,Goed,Vierakkerselaak,4.95,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0015.Nanorg,2023,NL07_0015,Nanorg,DIN,Niet van toepassing,Vierakkerselaak,4.95,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0016.Ptot,2023,NL07_0016,Ptot,Fosfor totaal,Matig,Berkel,49.51,,Rijn,Rivier,R6,Langzaam stromend riviertje op zand/klei,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0016.Ntot,2023,NL07_0016,Ntot,Stikstof totaal,Matig,Berkel,49.51,,Rijn,Rivier,R6,Langzaam stromend riviertje op zand/klei,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0016.Nanorg,2023,NL07_0016,Nanorg,DIN,Niet van toepassing,Berkel,49.51,,Rijn,Rivier,R6,Langzaam stromend riviertje op zand/klei,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0017.Nanorg,2023,NL07_0017,Nanorg,DIN,Niet van toepassing,Ramsbeek,6.02,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0017.Ntot,2023,NL07_0017,Ntot,Stikstof totaal,Ontoereikend,Ramsbeek,6.02,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0017.Ptot,2023,NL07_0017,Ptot,Fosfor totaal,Goed,Ramsbeek,6.02,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0018.Ptot,2023,NL07_0018,Ptot,Fosfor totaal,Goed,Bolksbeek,,0.19564,Rijn,Meer,M3,Gebufferde (regionale) kanalen,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0018.Ntot,2023,NL07_0018,Ntot,Stikstof totaal,Matig,Bolksbeek,,0.19564,Rijn,Meer,M3,Gebufferde (regionale) kanalen,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0018.Nanorg,2023,NL07_0018,Nanorg,DIN,Niet van toepassing,Bolksbeek,,0.19564,Rijn,Meer,M3,Gebufferde (regionale) kanalen,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0019.Ptot,2023,NL07_0019,Ptot,Fosfor totaal,Goed,Leerinkbeek,8.58,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0019.Nanorg,2023,NL07_0019,Nanorg,DIN,Niet van toepassing,Leerinkbeek,8.58,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0019.Ntot,2023,NL07_0019,Ntot,Stikstof totaal,Goed,Leerinkbeek,8.58,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0020.Nanorg,2023,NL07_0020,Nanorg,DIN,Niet van toepassing,Groenlose Slinge,40.41,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0020.Ntot,2023,NL07_0020,Ntot,Stikstof totaal,Matig,Groenlose Slinge,40.41,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL07_0020.Ptot,2023,NL07_0020,Ptot,Fosfor totaal,Matig,Groenlose Slinge,40.41,,Rijn,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,07,Waterschap Rijn en IJssel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL09_02_2.Ntot,2023,NL09_02_2,Ntot,Stikstof totaal,Goed,Alm,,0.15998,Rijn,Meer,M3,Gebufferde (regionale) kanalen,09,Waterschap Rivierenland
KRWoppervlaktewaterlichamen_toestand_ecologie.NL09_02_2.Ptot,2023,NL09_02_2,Ptot,Fosfor totaal,Goed,Alm,,0.15998,Rijn,Meer,M3,Gebufferde (regionale) kanalen,09,Waterschap Rivierenland
KRWoppervlaktewaterlichamen_toestand_ecologie.NL09_02_2.Nanorg,2023,NL09_02_2,Nanorg,DIN,Niet van toepassing,Alm,,0.15998,Rijn,Meer,M3,Gebufferde (regionale) kanalen,09,Waterschap Rivierenland
KRWoppervlaktewaterlichamen_toestand_ecologie.NL09_03_3.Ntot,2023,NL09_03_3,Ntot,Stikstof totaal,Matig,Beken Groesbeek,10.8,,Rijn,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,09,Waterschap Rivierenland
KRWoppervlaktewaterlichamen_toestand_ecologie.NL09_03_3.Ptot,2023,NL09_03_3,Ptot,Fosfor totaal,Slecht,Beken Groesbeek,10.8,,Rijn,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,09,Waterschap Rivierenland
KRWoppervlaktewaterlichamen_toestand_ecologie.NL09_03_3.Nanorg,2023,NL09_03_3,Nanorg,DIN,Niet van toepassing,Beken Groesbeek,10.8,,Rijn,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,09,Waterschap Rivierenland
KRWoppervlaktewaterlichamen_toestand_ecologie.NL99_PEELKAN.Ptot,2023,NL99_PEELKAN,Ptot,Fosfor totaal,Matig,Peelkanalen,,0.95582,Maas,Meer,M3,Gebufferde (regionale) kanalen,60,Waterschap Limburg
KRWoppervlaktewaterlichamen_toestand_ecologie.NL99_PEELKAN.Ntot,2023,NL99_PEELKAN,Ntot,Stikstof totaal,Matig,Peelkanalen,,0.95582,Maas,Meer,M3,Gebufferde (regionale) kanalen,60,Waterschap Limburg
KRWoppervlaktewaterlichamen_toestand_ecologie.NL99_PEELKAN.Nanorg,2023,NL99_PEELKAN,Nanorg,DIN,Niet van toepassing,Peelkanalen,,0.95582,Maas,Meer,M3,Gebufferde (regionale) kanalen,60,Waterschap Limburg
KRWoppervlaktewaterlichamen_toestand_ecologie.NL89_VOLKERAK.Ntot,2023,NL89_VOLKERAK,Ntot,Stikstof totaal,Matig,Volkerak,,63.00252,Maas,Meer,M20,Matig grote diepe gebufferde meren,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL89_VOLKERAK.Nanorg,2023,NL89_VOLKERAK,Nanorg,DIN,Niet van toepassing,Volkerak,,63.00252,Maas,Meer,M20,Matig grote diepe gebufferde meren,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL89_VOLKERAK.Ptot,2023,NL89_VOLKERAK,Ptot,Fosfor totaal,Goed,Volkerak,,63.00252,Maas,Meer,M20,Matig grote diepe gebufferde meren,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL90_1.Nanorg,2023,NL90_1,Nanorg,DIN,Niet van toepassing,Midden Limburgse en Noord-Brabantse kanalen,,7.76521,Maas,Meer,M6b,Grote ondiepe kanalen met scheepvaart,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL90_1.Ptot,2023,NL90_1,Ptot,Fosfor totaal,Goed,Midden Limburgse en Noord-Brabantse kanalen,,7.76521,Maas,Meer,M6b,Grote ondiepe kanalen met scheepvaart,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL90_1.Ntot,2023,NL90_1,Ntot,Stikstof totaal,Goed,Midden Limburgse en Noord-Brabantse kanalen,,7.76521,Maas,Meer,M6b,Grote ondiepe kanalen met scheepvaart,80,Rijkswaterstaat
